,Sentence,Sentiment Score,Subjectivity
608,"“Oh, I beg your pardon.” “I thought you knew, old sport.",0.1,0.2
609,I’m afraid I’m not a very good host.” He smiled understandingly—much more than understandingly.,0.05769230769230771,0.5153846153846153
610,"It was one of those rare smiles with a quality of eternal reassurance in it, that you may come across four or five times in life.",0.3,0.9
611,"It faced—or seemed to face—the whole eternal world for an instant, and then concentrated on you with an irresistible prejudice in your favour.",0.1,0.5333333333333333
612,"It understood you just so far as you wanted to be understood, believed in you as you would like to believe in yourself, and assured you that it had precisely the impression of you that, at your best, you hoped to convey.",0.5,0.7000000000000001
613,"Precisely at that point it vanished—and I was looking at an elegant young roughneck, a year or two over thirty, whose elaborate formality of speech just missed being absurd.",0.2,0.8400000000000001
614,Some time before he introduced himself I’d got a strong impression that he was picking his words with care.,0.4333333333333333,0.7333333333333333
615,Almost at the moment when Mr. Gatsby identified himself a butler hurried toward him with the information that Chicago was calling him on the wire.,0.0,0.0
616,He excused himself with a small bow that included each of us in turn.,-0.25,0.4
617,"“If you want anything just ask for it, old sport,” he urged me.",0.1,0.2
618,“Excuse me.,-0.05,0.05
619,I will rejoin you later.” When he was gone I turned immediately to Jordan—constrained to assure her of my surprise.,0.0,0.0
620,I had expected that Mr. Gatsby would be a florid and corpulent person in his middle years.,-0.19999999999999998,0.43333333333333335
621,“Who is he?” I demanded.,0.0,0.0
622,"“Do you know?” “He’s just a man named Gatsby.” “Where is he from, I mean?",-0.3125,0.6875
623,"And what does he do?” “Now you’re started on the subject,” she answered with a wan smile.",-0.022222222222222237,0.19444444444444445
624,"“Well, he told me once he was an Oxford man.” A dim background started to take shape behind him, but at her next remark it faded away.",-0.10000000000000002,0.39999999999999997
625,"“However, I don’t believe it.” “Why not?” “I don’t know,” she insisted, “I just don’t think he went there.” Something in her tone reminded me of the other girl’s “I think he killed a man,” and had the effect of stimulating my curiosity.",-0.1625,0.1875
626,I would have accepted without question the information that Gatsby sprang from the swamps of Louisiana or from the lower East Side of New York.,0.13636363636363635,0.45454545454545453
627,That was comprehensible.,0.4,0.7
628,But young men didn’t—at least in my provincial inexperience I believed they didn’t—drift coolly out of nowhere and buy a palace on Long Island Sound.,0.1,0.45
629,"“Anyhow, he gives large parties,” said Jordan, changing the subject with an urban distaste for the concrete.",0.04940476190476191,0.2654761904761905
630,“And I like large parties.,0.21428571428571427,0.42857142857142855
631,They’re so intimate.,0.2,0.6
632,"At small parties there isn’t any privacy.” There was the boom of a bass drum, and the voice of the orchestra leader rang out suddenly above the echolalia of the garden.",-0.13333333333333333,0.3333333333333333
633,"“Ladies and gentlemen,” he cried.",0.0,0.0
634,"“At the request of Mr. Gatsby we are going to play for you Mr. Vladmir Tostoff’s latest work, which attracted so much attention at Carnegie Hall last May.",0.2333333333333333,0.3888888888888889
635,"If you read the papers you know there was a big sensation.” He smiled with jovial condescension, and added: “Some sensation!” Whereupon everybody laughed.",0.48333333333333334,0.16666666666666666
636,"“The piece is known,” he concluded lustily, “as ‘Vladmir Tostoff’s Jazz History of the World!’ ” The nature of Mr. Tostoff’s composition eluded me, because just as it began my eyes fell on Gatsby, standing alone on the marble steps and looking from one group to another with approving eyes.",0.0,0.0
637,His tanned skin was drawn attractively tight on his face and his short hair looked as though it were trimmed every day.,-0.08928571428571429,0.2928571428571428
638,I could see nothing sinister about him.,-0.5,1.0
639,"I wondered if the fact that he was not drinking helped to set him off from his guests, for it seemed to me that he grew more correct as the fraternal hilarity increased.",0.5,0.5
640,"When the “Jazz History of the World” was over, girls were putting their heads on men’s shoulders in a puppyish, convivial way, girls were swooning backward playfully into men’s arms, even into groups, knowing that someone would arrest their falls—but no one swooned backward on Gatsby, and no French bob touched Gatsby’s shoulder, and no singing quartets were formed with Gatsby’s head for one link.",-0.025,0.0
641,“I beg your pardon.” Gatsby’s butler was suddenly standing beside us.,0.0,0.5
642,“Miss Baker?” he inquired.,0.0,0.0
643,"“I beg your pardon, but Mr. Gatsby would like to speak to you alone.” “With me?” she exclaimed in surprise.",0.0,0.0
644,"“Yes, madame.” She got up slowly, raising her eyebrows at me in astonishment, and followed the butler toward the house.",-0.30000000000000004,0.39999999999999997
645,"I noticed that she wore her evening-dress, all her dresses, like sports clothes—there was a jauntiness about her movements as if she had first learned to walk upon golf courses on clean, crisp mornings.",0.2888888888888889,0.4833333333333334
646,I was alone and it was almost two.,0.0,0.0
647,"For some time confused and intriguing sounds had issued from a long, many-windowed room which overhung the terrace.",-0.04999999999999999,0.5
648,"Eluding Jordan’s undergraduate, who was now engaged in an obstetrical conversation with two chorus girls, and who implored me to join him, I went inside.",0.0,0.0
649,The large room was full of people.,0.28214285714285714,0.4892857142857143
650,"One of the girls in yellow was playing the piano, and beside her stood a tall, red-haired young lady from a famous chorus, engaged in song.",0.19999999999999998,0.4666666666666666
651,"She had drunk a quantity of champagne, and during the course of her song she had decided, ineptly, that everything was very, very sad—she was not only singing, she was weeping too.",-0.08,0.7966666666666667
652,"Whenever there was a pause in the song she filled it with gasping, broken sobs, and then took up the lyric again in a quavering soprano.",0.08333333333333333,0.65
653,"The tears coursed down her cheeks—not freely, however, for when they came into contact with her heavily beaded eyelashes they assumed an inky colour, and pursued the rest of their way in slow black rivulets.",-0.08444444444444446,0.4844444444444445
654,"A humorous suggestion was made that she sing the notes on her face, whereupon she threw up her hands, sank into a chair, and went off into a deep vinous sleep.",0.25,0.7
655,"“She had a fight with a man who says he’s her husband,” explained a girl at my elbow.",0.0,0.0
656,I looked around.,0.0,0.0
657,Most of the remaining women were now having fights with men said to be their husbands.,0.5,0.5
658,"Even Jordan’s party, the quartet from East Egg, were rent asunder by dissension.",0.0,0.0
659,"One of the men was talking with curious intensity to a young actress, and his wife, after attempting to laugh at the situation in a dignified and indifferent way, broke down entirely and resorted to flank attacks—at intervals she appeared suddenly at his side like an angry diamond, and hissed: “You promised!” into his ear.",-0.06865079365079366,0.5591269841269841
660,The reluctance to go home was not confined to wayward men.,0.0,0.0
661,The hall was at present occupied by two deplorably sober men and their highly indignant wives.,0.08666666666666667,0.24666666666666667
662,The wives were sympathizing with each other in slightly raised voices.,-0.14583333333333331,0.2708333333333333
663,"“Whenever he sees I’m having a good time he wants to go home.” “Never heard anything so selfish in my life.” “We’re always the first ones to leave.” “So are we.” “Well, we’re almost the last tonight,” said one of the men sheepishly.",0.12999999999999998,0.4200000000000001
664,"“The orchestra left half an hour ago.” In spite of the wives’ agreement that such malevolence was beyond credibility, the dispute ended in a short struggle, and both wives were lifted, kicking, into the night.",-0.041666666666666664,0.24166666666666664
665,As I waited for my hat in the hall the door of the library opened and Jordan Baker and Gatsby came out together.,0.0,0.0
666,"He was saying some last word to her, but the eagerness in his manner tightened abruptly into formality as several people approached him to say goodbye.",-0.041666666666666664,0.35555555555555557
667,"Jordan’s party were calling impatiently to her from the porch, but she lingered for a moment to shake hands.",-0.2,0.9
668,"“I’ve just heard the most amazing thing,” she whispered.",0.55,0.7
669,"“How long were we in there?” “Why, about an hour.” “It was … simply amazing,” she repeated abstractedly.",0.275,0.65
670,“But I swore I wouldn’t tell it and here I am tantalizing you.” She yawned gracefully in my face.,0.0,0.0
671,“Please come and see me … Phone book … Under the name of Mrs. Sigourney Howard … My aunt …” She was hurrying off as she talked—her brown hand waved a jaunty salute as she melted into her party at the door.,0.0,0.0
672,"Rather ashamed that on my first appearance I had stayed so late, I joined the last of Gatsby’s guests, who were clustered around him.",-0.016666666666666663,0.3333333333333333
673,I wanted to explain that I’d hunted for him early in the evening and to apologize for not having known him in the garden.,0.1,0.3
674,"“Don’t mention it,” he enjoined me eagerly.",0.0,0.0
675,"“Don’t give it another thought, old sport.” The familiar expression held no more familiarity than the hand which reassuringly brushed my shoulder.",0.056249999999999994,0.325
676,"“And don’t forget we’re going up in the hydroplane tomorrow morning, at nine o’clock.” Then the butler, behind his shoulder: “Philadelphia wants you on the phone, sir.” “All right, in a minute.",0.028571428571428564,0.4452380952380952
677,"Tell them I’ll be right there … Good night.” “Good night.” “Good night.” He smiled—and suddenly there seemed to be a pleasant significance in having been among the last to go, as if he had desired it all the time.",0.44557823129251695,0.5527210884353743
678,"“Good night, old sport … Good night.” But as I walked down the steps I saw that the evening was not quite over.",0.3361111111111111,0.4222222222222223
679,Fifty feet from the door a dozen headlights illuminated a bizarre and tumultuous scene.,0.4,0.6
680,"In the ditch beside the road, right side up, but violently shorn of one wheel, rested a new coupé which had left Gatsby’s drive not two minutes before.",-0.0944805194805195,0.49756493506493504
681,"The sharp jut of a wall accounted for the detachment of the wheel, which was now getting considerable attention from half a dozen curious chauffeurs.",-0.07291666666666666,0.5916666666666667
682,"However, as they had left their cars blocking the road, a harsh, discordant din from those in the rear had been audible for some time, and added to the already violent confusion of the scene.",-0.3333333333333333,0.5666666666666667
683,"A man in a long duster had dismounted from the wreck and now stood in the middle of the road, looking from the car to the tyre and from the tyre to the observers in a pleasant, puzzled way.",0.22777777777777775,0.45555555555555555
684,“See!” he explained.,0.0,0.0
685,"“It went in the ditch.” The fact was infinitely astonishing to him, and I recognized first the unusual quality of wonder, and then the man—it was the late patron of Gatsby’s library.",0.16249999999999998,0.7333333333333333
686,“How’d it happen?” He shrugged his shoulders.,0.0,0.0
687,"“I know nothing whatever about mechanics,” he said decisively.",0.0,0.0
688,“But how did it happen?,0.0,0.0
689,"Did you run into the wall?” “Don’t ask me,” said Owl Eyes, washing his hands of the whole matter.",0.2,0.4
690,“I know very little about driving—next to nothing.,-0.24375000000000002,0.65
691,"It happened, and that’s all I know.” “Well, if you’re a poor driver you oughtn’t to try driving at night.” “But I wasn’t even trying,” he explained indignantly, “I wasn’t even trying.” An awed hush fell upon the bystanders.",-0.4,0.6
692,“Do you want to commit suicide?” “You’re lucky it was just a wheel!,0.41666666666666663,0.8333333333333334
693,"A bad driver and not even trying!” “You don’t understand,” explained the criminal.",-0.6375,0.6083333333333334
694,“I wasn’t driving.,0.0,0.0
695,There’s another man in the car.” The shock that followed this declaration found voice in a sustained “Ah-h-h!” as the door of the coupé swung slowly open.,0.0,0.5
696,"The crowd—it was now a crowd—stepped back involuntarily, and when the door had opened wide there was a ghostly pause.",-0.05,0.2
697,"Then, very gradually, part by part, a pale, dangling individual stepped out of the wreck, pawing tentatively at the ground with a large uncertain dancing shoe.",0.05107142857142857,0.3271428571428571
698,"Blinded by the glare of the headlights and confused by the incessant groaning of the horns, the apparition stood swaying for a moment before he perceived the man in the duster.",-0.4,0.7
699,“Wha’s matter?” he inquired calmly.,0.30000000000000004,0.75
700,"“Did we run outa gas?” “Look!” Half a dozen fingers pointed at the amputated wheel—he stared at it for a moment, and then looked upward as though he suspected that it had dropped from the sky.",-0.16666666666666666,0.16666666666666666
701,"“It came off,” someone explained.",0.0,0.0
702,He nodded.,0.0,0.0
703,“At first I din’ notice we’d stopped.” A pause.,0.25,0.3333333333333333
704,"Then, taking a long breath and straightening his shoulders, he remarked in a determined voice: “Wonder’ff tell me where there’s a gas’line station?” At least a dozen men, some of them a little better off than he was, explained to him that wheel and car were no longer joined by any physical bond.",-0.007499999999999995,0.38857142857142857
705,"“Back out,” he suggested after a moment.",0.0,0.0
706,“Put her in reverse.” “But the wheel’s off!” He hesitated.,0.0,0.0
707,"“No harm in trying,” he said.",0.0,0.0
708,The caterwauling horns had reached a crescendo and I turned away and cut across the lawn toward home.,0.0,0.0
709,I glanced back once.,0.0,0.0
710,"A wafer of a moon was shining over Gatsby’s house, making the night fine as before, and surviving the laughter and the sound of his still glowing garden.",0.4083333333333333,0.45
711,"A sudden emptiness seemed to flow now from the windows and the great doors, endowing with complete isolation the figure of the host, who stood on the porch, his hand up in a formal gesture of farewell.",0.3,0.5499999999999999
712,"Reading over what I have written so far, I see I have given the impression that the events of three nights several weeks apart were all that absorbed me.",0.13333333333333333,0.6333333333333333
713,"On the contrary, they were merely casual events in a crowded summer, and, until much later, they absorbed me infinitely less than my personal affairs.",-0.07333333333333336,0.42666666666666664
714,Most of the time I worked.,0.5,0.5
715,In the early morning the sun threw my shadow westward as I hurried down the white chasms of lower New York to the Probity Trust.,0.020202020202020193,0.26085858585858585
716,"I knew the other clerks and young bond-salesmen by their first names, and lunched with them in dark, crowded restaurants on little pig sausages and mashed potatoes and coffee.",-0.0225,0.40166666666666667
717,"I even had a short affair with a girl who lived in Jersey City and worked in the accounting department, but her brother began throwing mean looks in my direction, so when she went on her vacation in July I let it blow quietly away.",-0.10416666666666667,0.44027777777777777
718,I took dinner usually at the Yale Club—for some reason it was the gloomiest event of my day—and then I went upstairs to the library and studied investments and securities for a conscientious hour.,-0.25,0.25
719,"There were generally a few rioters around, but they never came into the library, so it was a good place to work.",0.24999999999999997,0.35000000000000003
720,"After that, if the night was mellow, I strolled down Madison Avenue past the old Murray Hill Hotel, and over 33rd Street to the Pennsylvania Station.",-0.10185185185185186,0.24629629629629632
721,"I began to like New York, the racy, adventurous feel of it at night, and the satisfaction that the constant flicker of men and women and machines gives to the restless eye.",0.21212121212121213,0.5626262626262626
722,"I liked to walk up Fifth Avenue and pick out romantic women from the crowd and imagine that in a few minutes I was going to enter into their lives, and no one would ever know or disapprove.",0.13333333333333333,0.46666666666666673
723,"Sometimes, in my mind, I followed them to their apartments on the corners of hidden streets, and they turned and smiled back at me before they faded through a door into warm darkness.",0.2583333333333333,0.2833333333333333
724,"At the enchanted metropolitan twilight I felt a haunting loneliness sometimes, and felt it in others—poor young clerks who loitered in front of windows waiting until it was time for a solitary restaurant dinner—young clerks in the dusk, wasting the most poignant moments of night and life.",0.19999999999999998,0.4666666666666666
725,"Again at eight o’clock, when the dark lanes of the Forties were lined five deep with throbbing taxicabs, bound for the theatre district, I felt a sinking in my heart.",-0.075,0.4
726,"Forms leaned together in the taxis as they waited, and voices sang, and there was laughter from unheard jokes, and lighted cigarettes made unintelligible circles inside.",0.0,0.0
727,"Imagining that I, too, was hurrying towards gaiety and sharing their intimate excitement, I wished them well.",0.2,0.6
728,"For a while I lost sight of Jordan Baker, and then in midsummer I found her again.",0.0,0.0
729,"At first I was flattered to go places with her, because she was a golf champion, and everyone knew her name.",0.25,0.3333333333333333
730,Then it was something more.,0.5,0.5
731,"I wasn’t actually in love, but I felt a sort of tender curiosity.",0.5,0.6
732,"The bored haughty face that she turned to the world concealed something—most affectations conceal something eventually, even though they don’t in the beginning—and one day I found what it was.",-0.5,1.0
733,"When we were on a house-party together up in Warwick, she left a borrowed car out in the rain with the top down, and then lied about it—and suddenly I remembered the story about her that had eluded me that night at Daisy’s.",0.08611111111111111,0.32222222222222224
734,At her first big golf tournament there was a row that nearly reached the newspapers—a suggestion that she had moved her ball from a bad lie in the semifinal round.,-0.10999999999999996,0.38
735,The thing approached the proportions of a scandal—then died away.,0.0,0.0
736,"A caddy retracted his statement, and the only other witness admitted that he might have been mistaken.",-0.0625,0.6875
737,The incident and the name had remained together in my mind.,0.0,0.0
738,"Jordan Baker instinctively avoided clever, shrewd men, and now I saw that this was because she felt safer on a plane where any divergence from a code would be thought impossible.",-0.25,0.9166666666666667
739,She was incurably dishonest.,-0.3,0.5
740,"She wasn’t able to endure being at a disadvantage and, given this unwillingness, I suppose she had begun dealing in subterfuges when she was very young in order to keep that cool, insolent smile turned to the world and yet satisfy the demands of her hard, jaunty body.",0.19766666666666666,0.4873333333333333
741,It made no difference to me.,0.0,0.0
742,"Dishonesty in a woman is a thing you never blame deeply—I was casually sorry, and then I forgot.",-0.5,1.0
743,It was on that same house-party that we had a curious conversation about driving a car.,-0.05,0.5625
744,It started because she passed so close to some workmen that our fender flicked a button on one man’s coat.,0.0,0.0
745,"“You’re a rotten driver,” I protested.",0.0,0.0
746,"“Either you ought to be more careful, or you oughtn’t to drive at all.” “I am careful.” “No, you’re not.” “Well, other people are,” she said lightly.",0.11500000000000002,0.7150000000000001
747,"“What’s that got to do with it?” “They’ll keep out of my way,” she insisted.",0.0,0.0
748,"“It takes two to make an accident.” “Suppose you met somebody just as careless as yourself.” “I hope I never will,” she answered.",-0.5,0.9
749,“I hate careless people.,-0.65,0.9
750,"That’s why I like you.” Her grey, sun-strained eyes stared straight ahead, but she had deliberately shifted our relations, and for a moment I thought I loved her.",0.2833333333333333,0.43333333333333335
751,"But I am slow-thinking and full of interior rules that act as brakes on my desires, and I knew that first I had to get myself definitely out of that tangle back home.",0.15,0.3458333333333333
752,"I’d been writing letters once a week and signing them: “Love, Nick,” and all I could think of was how, when that certain girl played tennis, a faint moustache of perspiration appeared on her upper lip.",0.053571428571428575,0.5428571428571428
753,Nevertheless there was a vague understanding that had to be tactfully broken off before I was free.,-0.16666666666666666,0.5666666666666668
754,"Everyone suspects himself of at least one of the cardinal virtues, and this is mine: I am one of the few honest people that I have ever known.",0.033333333333333326,0.4666666666666666
755,"On Sunday morning while church bells rang in the villages alongshore, the world and its mistress returned to Gatsby’s house and twinkled hilariously on his lawn.",0.5,1.0
756,"“He’s a bootlegger,” said the young ladies, moving somewhere between his cocktails and his flowers.",0.1,0.4
757,“One time he killed a man who had found out that he was nephew to Von Hindenburg and second cousin to the devil.,-0.1,0.0
758,"Reach me a rose, honey, and pour me a last drop into that there crystal glass.” Once I wrote down on the empty spaces of a timetable the names of those who came to Gatsby’s house that summer.",0.08611111111111111,0.4513888888888889
759,"It is an old timetable now, disintegrating at its folds, and headed “This schedule in effect July 5th, 1922.” But I can still read the grey names, and they will give you a better impression than my generalities of those who accepted Gatsby’s hospitality and paid him the subtle tribute of knowing nothing whatever about him.",0.05416666666666668,0.325
760,"From East Egg, then, came the Chester Beckers and the Leeches, and a man named Bunsen, whom I knew at Yale, and Doctor Webster Civet, who was drowned last summer up in Maine.",-0.05,0.08333333333333334
761,"And the Hornbeams and the Willie Voltaires, and a whole clan named Blackbuck, who always gathered in a corner and flipped up their noses like goats at whosoever came near.",0.15000000000000002,0.4
762,"And the Ismays and the Chrysties (or rather Hubert Auerbach and Mr. Chrystie’s wife), and Edgar Beaver, whose hair, they say, turned cotton-white one winter afternoon for no good reason at all.",-0.35,0.6000000000000001
763,"Clarence Endive was from East Egg, as I remember.",0.0,0.0
764,"He came only once, in white knickerbockers, and had a fight with a bum named Etty in the garden.",0.0,0.5
765,"From farther out on the Island came the Cheadles and the O. R. P. Schraeders, and the Stonewall Jackson Abrams of Georgia, and the Fishguards and the Ripley Snells.",0.0,0.0
766,"Snell was there three days before he went to the penitentiary, so drunk out on the gravel drive that Mrs. Ulysses Swett’s automobile ran over his right hand.",-0.10714285714285715,0.7678571428571428
767,"The Dancies came, too, and S. B. Whitebait, who was well over sixty, and Maurice A. Flink, and the Hammerheads, and Beluga the tobacco importer, and Beluga’s girls.",0.0,0.0
768,"From West Egg came the Poles and the Mulreadys and Cecil Roebuck and Cecil Schoen and Gulick the State senator and Newton Orchid, who controlled Films Par Excellence, and Eckhaust and Clyde Cohen and Don S. Schwartz (the son) and Arthur McCarty, all connected with the movies in one way or another.",0.0,0.0
769,"And the Catlips and the Bembergs and G. Earl Muldoon, brother to that Muldoon who afterward strangled his wife.",0.0,0.0
770,"Da Fontano the promoter came there, and Ed Legros and James B.",0.0,0.0
771,"(“Rot-Gut”) Ferret and the De Jongs and Ernest Lilly—they came to gamble, and when Ferret wandered into the garden it meant he was cleaned out and Associated Traction would have to fluctuate profitably next day.",0.0,0.0
772,A man named Klipspringer was there so often that he became known as “the boarder”—I doubt if he had any other home.,-0.125,0.375
773,Of theatrical people there were Gus Waize and Horace O’Donavan and Lester Myer and George Duckweed and Francis Bull.,0.0,0.0
774,"Also from New York were the Chromes and the Backhyssons and the Dennickers and Russel Betty and the Corrigans and the Kellehers and the Dewars and the Scullys and S. W. Belcher and the Smirkes and the young Quinns, divorced now, and Henry L. Palmetto, who killed himself by jumping in front of a subway train in Times Square.",0.012121212121212116,0.28484848484848485
775,Benny McClenahan arrived always with four girls.,0.0,0.0
776,"They were never quite the same ones in physical person, but they were so identical one with another that it inevitably seemed they had been there before.",0.0,0.4226190476190476
777,"I have forgotten their names—Jaqueline, I think, or else Consuela, or Gloria or Judy or June, and their last names were either the melodious names of flowers and months or the sterner ones of the great American capitalists whose cousins, if pressed, they would confess themselves to be.",0.26666666666666666,0.2722222222222222
778,"In addition to all these I can remember that Faustina O’Brien came there at least once and the Baedeker girls and young Brewer, who had his nose shot off in the war, and Mr. Albrucksburger and Miss Haag, his fiancée, and Ardita Fitz-Peters and Mr. P. Jewett, once head of the American Legion, and Miss Claudia Hip, with a man reputed to be her chauffeur, and a prince of something, whom we called Duke, and whose name, if I ever knew it, I have forgotten.",-0.06666666666666667,0.26666666666666666
779,All these people came to Gatsby’s house in the summer.,0.0,0.0
780,"At nine o’clock, one morning late in July, Gatsby’s gorgeous car lurched up the rocky drive to my door and gave out a burst of melody from its three-noted horn.",0.19999999999999998,0.75
781,"It was the first time he had called on me, though I had gone to two of his parties, mounted in his hydroplane, and, at his urgent invitation, made frequent use of his beach.",0.175,0.31666666666666665
782,"“Good morning, old sport.",0.39999999999999997,0.4
783,"You’re having lunch with me today and I thought we’d ride up together.” He was balancing himself on the dashboard of his car with that resourcefulness of movement that is so peculiarly American—that comes, I suppose, with the absence of lifting work in youth and, even more, with the formless grace of our nervous, sporadic games.",0.24375,0.25
784,This quality was continually breaking through his punctilious manner in the shape of restlessness.,0.0,0.0
785,He was never quite still; there was always a tapping foot somewhere or the impatient opening and closing of a hand.,-0.2,0.9
786,He saw me looking with admiration at his car.,0.0,0.0
787,"“It’s pretty, isn’t it, old sport?” He jumped off to give me a better view.",0.2833333333333333,0.5666666666666667
788,“Haven’t you ever seen it before?” I’d seen it.,0.0,0.0
789,Everybody had seen it.,0.0,0.0
790,"It was a rich cream colour, bright with nickel, swollen here and there in its monstrous length with triumphant hatboxes and supper-boxes and toolboxes, and terraced with a labyrinth of windshields that mirrored a dozen suns.",0.5375000000000001,0.7749999999999999
791,"Sitting down behind many layers of glass in a sort of green leather conservatory, we started to town.",-0.0638888888888889,0.44722222222222224
792,"I had talked with him perhaps half a dozen times in the past month and found, to my disappointment, that he had little to say.",-0.30104166666666665,0.32916666666666666
793,"So my first impression, that he was a person of some undefined consequence, had gradually faded and he had become simply the proprietor of an elaborate roadhouse next door.",0.1875,0.4226190476190476
794,And then came that disconcerting ride.,0.0,0.0
795,We hadn’t reached West Egg village before Gatsby began leaving his elegant sentences unfinished and slapping himself indecisively on the knee of his caramel-coloured suit.,0.5,1.0
796,"“Look here, old sport,” he broke out surprisingly, “what’s your opinion of me, anyhow?” A little overwhelmed, I began the generalized evasions which that question deserves.",0.20416666666666664,0.39999999999999997
797,"“Well, I’m going to tell you something about my life,” he interrupted.",0.0,0.0
798,“I don’t want you to get a wrong idea of me from all these stories you hear.” So he was aware of the bizarre accusations that flavoured conversation in his halls.,0.05000000000000001,0.5833333333333334
799,“I’ll tell you God’s truth.” His right hand suddenly ordered divine retribution to stand by.,0.14285714285714285,0.5178571428571428
800,“I am the son of some wealthy people in the Middle West—all dead now.,0.09999999999999999,0.4666666666666666
801,"I was brought up in America but educated at Oxford, because all my ancestors have been educated there for many years.",0.5,0.5
802,It is a family tradition.” He looked at me sideways—and I knew why Jordan Baker had believed he was lying.,0.0,0.0
803,"He hurried the phrase “educated at Oxford,” or swallowed it, or choked on it, as though it had bothered him before.",0.0,0.0
804,"And with this doubt, his whole statement fell to pieces, and I wondered if there wasn’t something a little sinister about him, after all.",-0.1625,0.6333333333333333
805,“What part of the Middle West?” I inquired casually.,-0.25000000000000006,0.43333333333333335
806,"“San Francisco.” “I see.” “My family all died and I came into a good deal of money.” His voice was solemn, as if the memory of that sudden extinction of a clan still haunted him.",0.35,0.55
807,"For a moment I suspected that he was pulling my leg, but a glance at him convinced me otherwise.",0.0,0.0
808,"“After that I lived like a young rajah in all the capitals of Europe—Paris, Venice, Rome—collecting jewels, chiefly rubies, hunting big game, painting a little, things for myself only, and trying to forget something very sad that had happened to me long ago.” With an effort I managed to restrain my incredulous laughter.",-0.16964285714285718,0.5428571428571428
809,The very phrases were worn so threadbare that they evoked no image except that of a turbaned “character” leaking sawdust at every pore as he pursued a tiger through the Bois de Boulogne.,0.2,0.3
810,"“Then came the war, old sport.",0.1,0.2
811,"It was a great relief, and I tried very hard to die, but I seemed to bear an enchanted life.",0.21041666666666667,0.7270833333333333
812,I accepted a commission as first lieutenant when it began.,0.25,0.3333333333333333
813,In the Argonne Forest I took the remains of my machine-gun battalion so far forward that there was a half mile gap on either side of us where the infantry couldn’t advance.,-0.033333333333333326,0.5833333333333334
814,"We stayed there two days and two nights, a hundred and thirty men with sixteen Lewis guns, and when the infantry came up at last they found the insignia of three German divisions among the piles of dead.",-0.06666666666666667,0.15555555555555556
815,"I was promoted to be a major, and every Allied government gave me a decoration—even Montenegro, little Montenegro down on the Adriatic Sea!” Little Montenegro!",-0.1384548611111111,0.44722222222222224
816,He lifted up the words and nodded at them—with his smile.,0.3,0.1
817,The smile comprehended Montenegro’s troubled history and sympathized with the brave struggles of the Montenegrin people.,0.20000000000000004,0.7000000000000001
818,It appreciated fully the chain of national circumstances which had elicited this tribute from Montenegro’s warm little heart.,0.2041666666666667,0.39999999999999997
819,My incredulity was submerged in fascination now; it was like skimming hastily through a dozen magazines.,0.0,0.0
820,"He reached in his pocket, and a piece of metal, slung on a ribbon, fell into my palm.",0.0,0.0
821,"“That’s the one from Montenegro.” To my astonishment, the thing had an authentic look.",0.5,0.75
822,"“Orderi di Danilo,” ran the circular legend, “Montenegro, Nicolas Rex.” “Turn it.” “Major Jay Gatsby,” I read, “For Valour Extraordinary.” “Here’s another thing I always carry.",0.19791666666666666,0.75
823,A souvenir of Oxford days.,0.0,0.0
824,It was taken in Trinity Quad—the man on my left is now the Earl of Doncaster.” It was a photograph of half a dozen young men in blazers loafing in an archway through which were visible a host of spires.,-0.022222222222222216,0.18888888888888888
825,"There was Gatsby, looking a little, not much, younger—with a cricket bat in his hand.",-0.14375,0.35
826,Then it was all true.,0.35,0.65
827,"I saw the skins of tigers flaming in his palace on the Grand Canal; I saw him opening a chest of rubies to ease, with their crimson-lighted depths, the gnawings of his broken heart.",0.04999999999999999,0.7
828,"“I’m going to make a big request of you today,” he said, pocketing his souvenirs with satisfaction, “so I thought you ought to know something about me.",0.0,0.1
829,I didn’t want you to think I was just some nobody.,0.0,0.0
830,"You see, I usually find myself among strangers because I drift here and there trying to forget the sad things that happened to me.” He hesitated.",-0.375,0.625
831,"“You’ll hear about it this afternoon.” “At lunch?” “No, this afternoon.",0.0,0.0
832,"I happened to find out that you’re taking Miss Baker to tea.” “Do you mean you’re in love with Miss Baker?” “No, old sport, I’m not.",0.04583333333333334,0.49583333333333335
833,"But Miss Baker has kindly consented to speak to you about this matter.” I hadn’t the faintest idea what “this matter” was, but I was more annoyed than interested.",0.23750000000000002,0.675
834,I hadn’t asked Jordan to tea in order to discuss Mr. Jay Gatsby.,0.0,0.0
835,"I was sure the request would be something utterly fantastic, and for a moment I was sorry I’d ever set foot upon his overpopulated lawn.",0.13333333333333333,0.9296296296296296
836,He wouldn’t say another word.,0.0,0.0
837,His correctness grew on him as we neared the city.,0.0,0.0
838,"We passed Port Roosevelt, where there was a glimpse of red-belted oceangoing ships, and sped along a cobbled slum lined with the dark, undeserted saloons of the faded-gilt nineteen-hundreds.",-0.15,0.4
839,"Then the valley of ashes opened out on both sides of us, and I had a glimpse of Mrs. Wilson straining at the garage pump with panting vitality as we went by.",0.0,0.0
840,"With fenders spread like wings we scattered light through half Astoria—only half, for as we twisted among the pillars of the elevated I heard the familiar “jug-jug-spat!” of a motorcycle, and a frantic policeman rode alongside.",0.007083333333333342,0.5066666666666666
841,"“All right, old sport,” called Gatsby.",0.19285714285714284,0.3678571428571429
842,We slowed down.,-0.15555555555555559,0.2888888888888889
843,"Taking a white card from his wallet, he waved it before the man’s eyes.",0.0,0.0
