,Word/Token,Count
1746,spades,1
1747,stir,3
1748,impenetrable,1
1749,cloud,1
1750,screens,1
1751,obscure,1
1752,operations,1
1753,spasms,1
1754,bleak,1
1755,endlessly,1
1756,perceive,1
1757,Doctor,9
1758,T.,5
1759,J.,6
1760,Eckleburg,7
1761,gigantic—their,1
1762,retinas,1
1763,instead,2
1764,spectacles,2
1765,pass,1
1766,nonexistent,1
1767,wag,1
1768,oculist,1
1769,fatten,1
1770,practice,2
1771,borough,1
1772,Queens,1
1773,eternal,4
1774,blindness,1
1775,dimmed,1
1776,paintless,1
1777,rain,17
1778,brood,1
1779,dumping,1
1780,ground,5
1781,bounded,1
1782,river,2
1783,drawbridge,1
1784,barges,1
1785,passengers,1
1786,waiting,7
1787,trains,4
1788,stare,2
1789,dismal,1
1790,scene,7
1791,halt,3
1792,met,20
1793,mistress,3
1794,acquaintances,2
1795,resented,1
1796,popular,4
1797,cafés,1
1798,sauntered,3
1799,chatting,1
1800,whomsoever,1
1801,Though,1
1802,meet,8
1803,her—but,1
1804,train,13
1805,ash-heaps,5
1806,jumped,7
1807,taking,8
1808,hold,4
1809,elbow,3
1810,literally,2
1811,forced,2
1812,girl.,2
1813,tanked,1
1814,luncheon,4
1815,determination,1
1816,company,2
1817,bordered,1
1818,violence,3
1819,assumption,1
1820,Sunday,4
1821,better,17
1822,whitewashed,2
1823,fence,1
1824,building,1
1825,block,2
1826,waste,2
1827,compact,1
1828,Main,1
1829,Street,8
1830,ministering,1
1831,contiguous,1
1832,One,17
1833,shops,1
1834,contained,2
1835,rent,2
1836,all-night,1
1837,restaurant,5
1838,approached,3
1839,trail,1
1840,third,3
1841,garage—Repairs,1
1842,George,13
1843,B.,4
1844,Wilson,77
1845,Cars,1
1846,sold.—and,1
1847,interior,4
1848,unprosperous,1
1849,bare,3
1850,visible,4
1851,dust-covered,1
1852,wreck,3
1853,Ford,1
1854,crouched,1
1855,dim,8
1856,garage,25
1857,blind,5
1858,sumptuous,1
1859,apartments,3
1860,proprietor,3
1861,appeared,6
1862,wiping,2
1863,piece,5
1864,blond,2
1865,spiritless,1
1866,anaemic,1
1867,handsome,2
1868,damp,6
1869,gleam,2
1870,sprang,4
1871,Hello,5
1872,slapping,2
1873,jovially,1
1874,complain,1
1875,unconvincingly,1
1876,sell,3
1877,Next,6
1878,week,13
1879,working,2
1880,now.,4
1881,Works,1
1882,slow,3
1883,maybe,1
1884,all.,6
1885,meant—,1
1886,footsteps,2
1887,thickish,1
1888,blocked,2
1889,middle,5
1890,thirties,1
1891,stout,3
1892,carried,4
1893,flesh,1
1894,sensuously,1
1895,spotted,1
1896,crêpe-de-chine,1
1897,facet,1
1898,beauty,6
1899,perceptible,3
1900,vitality,5
1901,nerves,1
1902,smouldering,1
1903,smiled,12
1904,walking,9
1905,ghost,2
1906,flush,1
1907,eye,3
1908,soft,7
1909,coarse,1
1910,Get,4
1911,chairs,2
1912,sit,11
1913,down.,2
1914,hurriedly,1
1915,mingling,1
1916,cement,1
1917,colour,7
1918,walls,1
1919,ashen,2
1920,veiled,2
1921,suit,12
1922,vicinity—except,1
1923,wife,22
1924,intently,3
1925,train.,2
1926,right.,3
1927,newsstand,2
1928,lower,7
1929,level.,1
1930,Fourth,1
1931,July,4
1932,scrawny,1
1933,setting,1
1934,torpedoes,1
1935,row,6
1936,Terrible,1
1937,exchanging,1
1938,frown,1
1939,Awful.,1
1940,away.,7
1941,goes,6
1942,sister,12
1943,dumb,3
1944,alive.,1
1945,So,21
1946,York—or,1
1947,Mrs.,28
1948,discreetly,2
1949,deferred,2
1950,sensibilities,1
1951,Eggers,1
1952,brown,7
1953,figured,1
1954,muslin,1
1955,tight,5
1956,platform,2
1957,copy,6
1958,Town,3
1959,Tattle,3
1960,moving-picture,2
1961,station,8
1962,drugstore,5
1963,cold,13
1964,cream,2
1965,flask,1
1966,perfume,1
1967,Upstairs,1
1968,echoing,1
1969,drive,20
1970,taxicabs,2
1971,selected,1
1972,lavender-coloured,1
1973,upholstery,1
1974,slid,4
1975,mass,1
1976,tapped,3
1977,dogs,3
1978,earnestly,3
1979,apartment,6
1980,have—a,1
1981,dog.,1
1982,backed,1
1983,bore,3
1984,John,1
1985,D.,1
1986,Rockefeller,1
1987,basket,4
1988,swung,2
1989,neck,5
1990,cowered,1
1991,recent,1
1992,puppies,1
1993,indeterminate,1
1994,breed,1
1995,eagerly,9
1996,taxi-window,1
1997,kinds,2
1998,lady,7
1999,peered,2
2000,doubtfully,3
2001,plunged,2
2002,drew,9
2003,wriggling,1
2004,dog,15
2005,exactly,1
2006,disappointment,2
2007,Airedale.,1
2008,washrag,1
2009,Some,10
2010,bother,3
2011,catching,2
2012,cold.,1
2013,cute,2
2014,admiringly,1
2015,cost,1
2016,dollars.,2
2017,Airedale—undoubtedly,1
2018,Airedale,1
2019,concerned,2
2020,white—changed,1
2021,settled,1
2022,lap,5
2023,fondled,1
2024,weatherproof,1
2025,rapture,1
2026,delicately,2
2027,boy.,1
2028,bitch,1
2029,Here,4
2030,Go,7
2031,buy,8
2032,Fifth,3
2033,Avenue,4
2034,pastoral,1
2035,flock,1
2036,sheep,1
2037,turn,9
2038,Hold,1
2039,leave,10
2040,here.,6
2041,interposed,1
2042,Myrtle,23
2043,Won,2
2044,urged,7
2045,Catherine,14
2046,know.,6
2047,but—,1
2048,cutting,2
2049,Park,4
2050,Hundreds,1
2051,158th,1
2052,cab,1
2053,slice,1
2054,cake,1
2055,apartment-houses,1
2056,Throwing,2
2057,regal,1
2058,homecoming,1
2059,gathered,5
2060,purchases,1
2061,haughtily,2
2062,McKees,2
2063,elevator,5
2064,too.,7
2065,floor—a,1
2066,living-room,6
2067,dining-room,2
2068,bedroom,5
2069,bath,3
2070,crowded,8
2071,doors,3
2072,tapestried,1
2073,furniture,3
2074,entirely,4
2075,large,11
2076,stumble,1
2077,scenes,2
2078,ladies,3
2079,swinging,4
2080,Versailles,2
2081,over-enlarged,1
2082,photograph,5
2083,hen,2
2084,blurred,3
2085,Looked,1
2086,distance,5
2087,however,2
2088,resolved,3
2089,bonnet,1
2090,countenance,1
2091,beamed,2
2092,Several,3
2093,copies,1
2094,lay,13
2095,Simon,2
2096,Called,2
2097,Peter,1
2098,scandal,1
2099,magazines,2
2100,Broadway,3
2101,reluctant,5
2102,box,2
2103,straw,4
2104,milk,4
2105,initiative,2
2106,tin,1
2107,biscuits—one,1
2108,decomposed,1
2109,apathetically,1
2110,saucer,1
2111,Meanwhile,1
2112,bottle,6
2113,whisky,6
2114,locked,4
2115,bureau,1
2116,drunk,9
2117,twice,1
2118,hazy,1
2119,cast,1
2120,although,1
2121,Sitting,2
2122,cigarettes,4
2123,disappeared,7
2124,chapter,1
2125,Peter—either,1
2126,distorted,2
2127,Just,14
2128,names,8
2129,reappeared,2
2130,commenced,1
2131,arrive,2
2132,worldly,1
2133,solid,2
2134,sticky,1
2135,bob,2
2136,complexion,1
2137,powdered,3
2138,milky,1
2139,eyebrows,3
2140,plucked,1
2141,drawn,6
2142,rakish,1
2143,angle,1
2144,efforts,1
2145,nature,2
2146,restoration,1
2147,alignment,1
2148,incessant,3
2149,clicking,1
2150,innumerable,3
2151,pottery,1
2152,bracelets,1
2153,jingled,1
2154,proprietary,1
2155,haste,1
2156,possessively,1
2157,wondered,6
2158,immoderately,1
2159,question,9
2160,hotel,1
2161,McKee,16
2162,feminine,1
2163,shaved,1
2164,spot,5
2165,lather,2
2166,cheekbone,1
2167,respectful,1
2168,greeting,1
2169,informed,5
2170,artistic,1
2171,photographer,1
2172,enlargement,1
2173,mother,10
2174,hovered,3
2175,ectoplasm,1
2176,languid,1
2177,horrible,2
2178,pride,3
2179,photographed,1
2180,twenty-seven,1
2181,times,15
2182,married,22
2183,costume,4
2184,attired,1
2185,cream-coloured,1
2186,chiffon,2
2187,continual,1
2188,rustle,1
2189,swept,2
2190,With,13
2191,undergone,1
2192,change,12
2193,intense,3
2194,remarkable,1
2195,converted,1
2196,hauteur,1
2197,laughter,12
2198,assertions,1
2199,became,9
2200,affected,2
2201,expanded,1
2202,grew,6
2203,smaller,1
2204,revolving,1
2205,noisy,1
2206,creaking,1
2207,pivot,1
2208,smoky,1
2209,dear,2
2210,mincing,1
2211,shout,2
2212,fellas,2
2213,cheat,1
2214,bill,1
2215,appendicitis,1
2216,out.,6
2217,Mrs,3
2218,Eberhardt,1
2219,homes.,1
2220,adorable.,1
2221,rejected,1
2222,compliment,2
2223,raising,2
2224,eyebrow,1
2225,disdain,1
2226,crazy,12
2227,slip,2
2228,sometimes,8
2229,like.,1
2230,looks,6
2231,wonderful,1
2232,pursued,4
2233,Chester,4
2234,pose,1
2235,strand,1
2236,brilliant,1
2237,smile,8
2238,regarded,2
2239,forth,3
2240,modelling,1
2241,features,1
2242,try,8
2243,hair.,1
2244,changing,5
2245,audibly,1
2246,ice,5
2247,mineral,1
2248,sleep.,2
2249,ice.,1
2250,despair,2
2251,shiftlessness,1
2252,orders,3
2253,These,2
2254,keep,10
2255,time.,4
2256,flounced,1
2257,kissed,6
2258,ecstasy,1
2259,kitchen,9
2260,implying,1
2261,chefs,1
2262,awaited,1
2263,framed,1
2264,downstairs.,1
2265,studies,2
2266,Montauk,2
2267,Point—The,2
2268,Gulls,1
2269,Sea.,1
2270,Egg.,1
2271,Really,2
2272,party,18
2273,named,9
2274,him.,10
2275,nephew,2
2276,Kaiser,1
2277,Wilhelm,1
2278,from.,1
2279,scared,3
2280,absorbing,2
2281,information,4
2282,pointing,4
2283,bored,3
2284,work,9
2285,entry,1
2286,start.,2
2287,Ask,1
2288,breaking,4
2289,entered,4
2290,tray,3
2291,letter,7
2292,startled,5
2293,silently,1
2294,invented,2
2295,Gasoline,1
2296,Pump,1
2297,that.,2
2298,Neither,2
2299,stand,8
2300,them.,1
2301,living,3
2302,divorce,1
2303,overheard,1
2304,violent,5
2305,obscene,2
2306,triumphantly,2
2307,lowered,1
2308,keeping,3
2309,Catholic,2
2310,divorce.,1
2311,shocked,2
2312,elaborateness,1
2313,lie,5
2314,blows,1
2315,over.,4
2316,discreet,1
2317,Europe.,1
2318,Europe,2
2319,exclaimed,9
2320,surprisingly,3
2321,Monte,2
2322,Carlo.,1
2323,Really.,1
2324,Stay,1
2325,Carlo,1
2326,Marseilles,1
2327,gyped,1
2328,private,4
2329,awful,2
2330,late,12
2331,sky,9
2332,honey,2
2333,Mediterranean—then,1
2334,mistake,5
2335,declared,1
2336,vigorously,1
2337,kike,1
2338,kept,11
2339,saying,10
2340,Lucille,6
2341,sure.,2
2342,listen,3
2343,nodding,4
2344,marry,1
2345,ambiguously,1
2346,difference,5
2347,case,5
2348,mine.,1
2349,Nobody,6
2350,considered,2
2351,breeding,2
2352,fit,1
2353,lick,1
2354,shoe.,1
2355,Crazy,2
2356,pointed,4
2357,tried,19
2358,borrowed,3
2359,band,1
2360,resumed,1
2361,eleven,2
2362,sweetie,1
2363,whisky—a,1
2364,one—was,1
2365,constant,4
2366,demand,3
2367,present,6
2368,excepting,1
2369,janitor,2
2370,celebrated,2
2371,sandwiches,1
2372,supper,5
2373,walk,5
2374,eastward,1
2375,park,3
2376,entangled,1
2377,strident,1
2378,argument,3
2379,ropes,1
2380,Yet,1
2381,contributed,1
2382,secrecy,1
2383,casual,6
2384,watcher,1
2385,darkening,1
2386,streets,3
2387,simultaneously,2
2388,enchanted,5
2389,repelled,1
2390,inexhaustible,2
2391,variety,1
2392,poured,2
2393,meeting,2
2394,seats,2
2395,facing,1
2396,ones,4
2397,patent,2
2398,shoes,5
2399,pretend,1
2400,advertisement,4
2401,shirtfront,1
2402,pressed,4
2403,policeman,14
2404,lied,2
2405,excited,7
2406,taxi,8
2407,hardly,8
2408,subway,2
2409,forever.,2
2410,artificial,3
2411,soon,6
2412,list,5
2413,massage,1
2414,wave,2
2415,collar,2
2416,ashtrays,1
2417,silk,3
2418,bow,2
2419,write,1
2420,do.,2
2421,nine,6
2422,clock—almost,1
2423,fists,1
2424,clenched,1
2425,action,1
2426,Taking,5
2427,handkerchief,3
2428,wiped,4
2429,cheek,3
2430,dried,1
2431,worried,5
2432,groaning,5
2433,People,3
2434,plans,1
2435,lost,11
2436,searched,3
2437,midnight,4
2438,discussing,1
2439,voices,11
2440,whether,3
2441,mention,3
2442,shouted,3
2443,whenever,4
2444,Dai—,1
2445,Making,1
2446,bloody,1
2447,towels,1
2448,bathroom,1
2449,scolding,3
2450,confusion,6
2451,pain,1
2452,awoke,2
2453,doze,1
2454,daze,1
2455,gone,23
2456,stared,15
2457,scene—his,1
2458,stumbled,1
2459,articles,1
2460,aid,1
2461,despairing,1
2462,bleeding,1
2463,fluently,1
2464,spread,5
2465,tapestry,1
2466,hat,4
2467,chandelier,1
2468,lunch,12
2469,groaned,2
2470,Where,11
2471,Anywhere.,1
2472,Keep,1
2473,lever,1
2474,beg,5
2475,pardon,4
2476,dignity,1
2477,touching,5
2478,…,54
2479,sheets,1
2480,clad,1
2481,underwear,2
2482,portfolio,1
2483,Beauty,1
2484,Beast,1
2485,Loneliness,1
2486,Old,2
2487,Grocery,1
2488,Horse,1
2489,Brook,1
2490,n,2
2491,Bridge,2
2492,level,1
2493,Pennsylvania,2
2494,Station,3
2495,staring,6
2496,Tribune,1
2497,music,5
2498,nights,4
2499,girls,20
2500,moths,1
2501,whisperings,1
2502,champagne,7
2503,watched,5
2504,guests,7
2505,diving,1
2506,raft,1
2507,hot,19
2508,sand,3
2509,motorboats,1
2510,slit,1
2511,waters,1
2512,drawing,3
2513,aquaplanes,1
2514,cataracts,1
2515,foam,1
2516,On,11
2517,Rolls-Royce,1
2518,omnibus,1
2519,bearing,1
2520,parties,11
2521,past,11
2522,wagon,3
2523,scampered,1
2524,brisk,2
2525,bug,1
2526,Mondays,1
2527,servants,6
2528,extra,2
2529,gardener,5
2530,toiled,1
2531,mops,1
2532,scrubbing-brushes,1
2533,hammers,1
2534,garden-shears,1
2535,repairing,1
2536,ravages,1
2537,Every,1
2538,Friday,1
2539,crates,1
2540,oranges,3
2541,lemons,3
2542,fruiterer,1
2543,York—every,1
2544,Monday,1
2545,pyramid,1
2546,pulpless,1
2547,halves,1
2548,machine,1
2549,extract,1
2550,juice,1
2551,button,2
2552,thumb,1
2553,fortnight,1
2554,corps,1
2555,caterers,1
2556,canvas,5
2557,coloured,1
2558,lights,11
2559,Christmas,4
2560,tree,6
2561,buffet,1
2562,tables,1
2563,garnished,2
2564,hors-d,1
2565,oeuvre,1
2566,spiced,1
2567,baked,1
2568,hams,1
2569,salads,1
2570,harlequin,1
2571,designs,2
2572,pastry,1
2573,pigs,1
2574,turkeys,1
2575,bewitched,1
2576,main,2
2577,hall,14
2578,bar,3
2579,real,9
2580,brass,2
2581,rail,1
2582,stocked,1
2583,gins,1
2584,liquors,1
2585,cordials,1
2586,female,1
2587,By,9
2588,seven,4
2589,orchestra,6
2590,five-piece,1
2591,pitful,1
2592,oboes,1
2593,trombones,1
2594,saxophones,2
2595,viols,1
2596,cornets,1
2597,piccolos,1
2598,drums,2
2599,swimmers,1
2600,dressing,1
2601,upstairs,9
2602,parked,1
2603,halls,2
2604,salons,1
2605,gaudy,1
2606,primary,1
2607,colours,1
2608,bobbed,1
2609,strange,6
2610,ways,1
2611,shawls,1
2612,Castile,1
2613,swing,2
2614,floating,2
2615,rounds,1
2616,permeate,1
2617,alive,4
2618,innuendo,2
2619,introductions,1
2620,enthusiastic,1
2621,meetings,1
2622,brighter,1
2623,lurches,1
2624,playing,3
2625,cocktail,3
2626,opera,1
2627,pitches,1
2628,key,3
2629,higher,3
2630,Laughter,1
2631,easier,2
2632,spilled,2
2633,prodigality,1
2634,groups,2
2635,swiftly,1
2636,swell,2
2637,arrivals,2
2638,dissolve,1
2639,form,3
2640,wanderers,1
2641,confident,2
2642,weave,1
2643,stouter,1
2644,stable,3
2645,sharp,7
2646,joyous,1
2647,group,4
2648,triumph,2
2649,glide,1
2650,sea-change,1
2651,constantly,1
2652,Suddenly,8
2653,gypsies,1
2654,opal,1
2655,seizes,1
2656,dumps,1
2657,courage,3
2658,Frisco,1
2659,dances,3
2660,hush,3
2661,leader,2
2662,varies,1
2663,rhythm,4
2664,obligingly,1
2665,burst,3
2666,erroneous,1
2667,news,4
2668,Gilda,1
2669,Gray,1
2670,understudy,1
2671,Follies,1
2672,begun,5
2673,actually,3
2674,invited,7
2675,invited—they,1
2676,automobiles,4
2677,somehow,3
2678,ended,4
2679,Once,7
2680,introduced,3
2681,conducted,1
2682,according,2
2683,rules,2
2684,behaviour,1
2685,associated,1
2686,amusement,1
2687,simplicity,2
2688,ticket,2
2689,chauffeur,8
2690,robin,1
2691,s-egg,1
2692,crossed,4
2693,early,6
2694,formal,2
2695,note,4
2696,employer,1
2697,honour,1
2698,attend,1
2699,intended,3
2700,peculiar,3
2701,combination,1
2702,circumstances,3
2703,prevented,2
2704,it—signed,1
2705,Jay,11
2706,majestic,1
2707,Dressed,1
2708,flannels,1
2709,wandered,4
2710,ill,1
2711,ease,3
2712,swirls,1
2713,eddies,1
2714,know—though,1
2715,noticed,3
2716,struck,2
2717,number,4
2718,Englishmen,1
2719,dotted,1
2720,dressed,4
2721,hungry,1
2722,talking,10
2723,earnest,1
2724,prosperous,1
2725,Americans,2
2726,selling,2
2727,bonds,3
2728,insurance,1
2729,agonizingly,1
2730,aware,9
2731,easy,2
2732,vicinity,2
2733,whereabouts,1
2734,amazed,2
2735,denied,2
2736,vehemently,1
2737,knowledge,1
2738,slunk,1
2739,direction,4
2740,table—the,1
2741,linger,1
2742,purposeless,3
2743,roaring,1
2744,embarrassment,5
2745,steps,24
2746,Welcome,1
2747,necessary,4
2748,someone,9
2749,begin,3
2750,address,4
2751,cordial,2
2752,remarks,3
2753,passersby,1
2754,roared,2
2755,advancing,1
2756,unnaturally,1
2757,responded,1
2758,remembered,10
2759,to—,2
2760,impersonally,1
2761,twin,1
2762,foot,8
2763,Sorry,2
2764,win.,1
2765,golf,6
2766,finals,1
2767,ago.,6
2768,dyed,1
2769,addressed,3
2770,premature,1
2771,moon,9
2772,caterer,1
2773,golden,5
2774,resting,2
2775,Mumble,1
2776,companion,1
2777,Wasn,1
2778,tore,1
2779,gown,2
2780,address—inside,1
2781,package,1
2782,Croirier,1
2783,Sure,2
2784,wear,2
2785,tonight,2
2786,bust,1
2787,altered,1
2788,gas,6
2789,lavender,5
2790,beads,3
2791,sixty-five,1
2792,funny,9
2793,trouble,8
2794,anybody.,1
2795,Somebody,3
2796,me—,1
2797,confidentially,1
2798,killed,11
2799,once.,1
2800,thrill,1
2801,Mumbles,1
2802,bent,4
2803,listened,1
2804,argued,1
2805,sceptically,1
2806,German,2
2807,spy,1
2808,Germany,1
2809,assured,6
2810,positively,1
2811,American,5
2812,army,5
2813,credulity,1
2814,switched,1
2815,enthusiasm,3
2816,nobody,3
2817,bet,1
2818,narrowed,2
2819,shivered,3
2820,testimony,2
2821,speculation,1
2822,inspired,1
2823,whispers,2
2824,whisper,2
2825,supper—there,1
2826,midnight—was,1
2827,served,3
2828,join,3
2829,couples,2
2830,escort,1
2831,undergraduate,3
2832,sooner,1
2833,yield,1
2834,greater,1
2835,lesser,1
2836,degree,2
2837,rambling,1
2838,preserved,1
2839,homogeneity,1
2840,assumed,4
2841,function,1
2842,representing,1
2843,staid,1
2844,nobility,1
2845,countryside—East,1
2846,condescending,1
2847,carefully,1
2848,guard,1
2849,spectroscopic,1
2850,wasteful,1
2851,inappropriate,1
2852,half-hour,2
2853,melancholy,2
2854,important-looking,1
2855,Gothic,1
2856,panelled,1
2857,carved,1
2858,English,1
2859,oak,1
2860,probably,4
2861,transported,1
2862,ruin,1
2863,overseas,2
2864,middle-aged,1
2865,owl-eyed,4
2866,somewhat,1
2867,unsteady,1
2868,shelves,1
2869,wheeled,2
2870,examined,2
2871,impetuously,1
2872,waved,5
2873,bookshelves,1
2874,ascertain,1
2875,ascertained,1
2876,real.,1
2877,real—have,1
2878,pages,2
2879,durable,1
2880,Matter,1
2881,Pages,1
2882,and—Here,1
2883,Lem,1
2884,granted,2
2885,rushed,5
2886,bookcases,1
2887,Volume,1
2888,Stoddard,1
2889,Lectures,1
2890,bona-fide,2
2891,printed,2
2892,fooled,1
2893,fella,2
2894,regular,3
2895,Belasco,1
2896,thoroughness,1
2897,realism,1
2898,Knew,1
2899,too—didn,1
2900,cut,5
2901,expect,2
2902,snatched,1
2903,replaced,2
2904,muttering,2
2905,liable,2
2906,collapse,2
2907,brought.,1
2908,cheerfully,1
2909,answering,2
2910,Roosevelt,4
2911,Claud,1
2912,sober,3
2913,library.,1
2914,Has,2
2915,bit,4
2916,re—,1
2917,us.,1
2918,gravely,2
2919,dancing,4
2920,pushing,2
2921,graceless,1
2922,circles,2
2923,superior,2
2924,holding,7
2925,tortuously,1
2926,fashionably,2
2927,corners—and,1
2928,individually,1
2929,relieving,1
2930,burden,2
2931,banjo,1
2932,traps,1
2933,hilarity,2
2934,increased,4
2935,sung,2
2936,notorious,1
2937,contralto,2
2938,jazz,2
2939,numbers,2
2940,stunts,2
2941,happy,4
2942,vacuous,1
2943,stage,1
2944,twins,1
2945,baby,2
2946,act,5
2947,glasses,5
2948,bigger,1
2949,finger-bowls,2
2950,risen,1
2951,triangle,1
2952,scales,1
2953,tinny,1
2954,drip,1
2955,banjoes,1
2956,age,5
2957,rowdy,1
2958,slightest,1
2959,provocation,1
2960,uncontrollable,1
2961,enjoying,1
2962,significant,1
2963,elemental,1
2964,lull,1
2965,entertainment,1
2966,Your,6
2967,Weren,1
2968,First,4
2969,Division,1
2970,yes,3
2971,Twenty-eighth,1
2972,Infantry.,1
2973,Sixteenth,1
2974,June,8
2975,nineteen-eighteen,1
2976,before.,2
2977,villages,2
2978,hydroplane,4
2979,Want,3
2980,sport,34
2981,near,7
2982,shore,4
2983,Sound.,1
2984,Any,2
2985,suits,3
2986,best.,1
2987,tongue,2
2988,Having,1
2989,Much,1
2990,better.,1
2991,acquaintance,2
2992,there—,1
2993,hedge,2
2994,invitation.,1
2995,failed,3
2996,understand,13
2997,pardon.,2
2998,host.,1
2999,understandingly—much,1
3000,understandingly,1
3001,rare,2
3002,smiles,1
3003,reassurance,1
3004,faced—or,1
3005,face—the,2
3006,concentrated,2
3007,irresistible,3
3008,prejudice,1
3009,favour,2
3010,believed,7
3011,precisely,1
3012,hoped,3
3013,convey,1
3014,Precisely,1
3015,vanished—and,1
3016,elegant,2
3017,roughneck,1
3018,whose,9
3019,formality,2
3020,missed,2
3021,strong,1
3022,picking,1
3023,identified,2
3024,calling,8
3025,wire,9
3026,Excuse,4
3027,rejoin,1
3028,later.,1
3029,Jordan—constrained,1
3030,assure,1
3031,surprise,5
3032,florid,2
3033,corpulent,1
3034,Oxford,13
3035,background,1
3036,behind,18
3037,However,5
3038,reminded,4
3039,effect,3
3040,stimulating,1
3041,swamps,2
3042,Louisiana,1
3043,Side,1
3044,comprehensible,1
3045,t—at,1
3046,provincial,2
3047,inexperience,1
3048,t—drift,1
3049,coolly,2
3050,nowhere,1
3051,palace,3
3052,Anyhow,2
3053,urban,1
3054,distaste,1
3055,concrete,1
3056,privacy.,1
3057,bass,1
3058,drum,1
3059,echolalia,1
3060,Ladies,1
3061,gentlemen,1
3062,request,5
3063,Vladmir,2
3064,Tostoff,3
3065,latest,2
3066,attracted,2
3067,Carnegie,1
3068,Hall,1
3069,May,1
3070,papers,4
3071,sensation.,1
3072,jovial,1
3073,condescension,1
3074,sensation,1
3075,Whereupon,1
3076,concluded,1
3077,lustily,1
3078,Jazz,2
3079,History,2
3080,World,7
3081,composition,1
3082,eluded,3
3083,approving,1
3084,tanned,2
3085,skin,3
3086,attractively,1
3087,trimmed,1
3088,drinking,2
3089,correct,1
3090,fraternal,1
3091,putting,1
3092,heads,2
3093,puppyish,1
3094,convivial,1
3095,swooning,1
3096,playfully,1
3097,knowing,2
3098,arrest,1
3099,falls—but,1
3100,swooned,1
3101,quartets,1
3102,formed,3
3103,link,1
3104,alone.,6
3105,madame.,1
3106,astonishment,2
3107,wore,1
3108,evening-dress,2
3109,sports,3
3110,clothes—there,1
3111,jauntiness,1
3112,learned,1
3113,courses,1
3114,clean,3
3115,crisp,2
3116,mornings,1
3117,intriguing,1
3118,sounds,1
3119,issued,2
3120,many-windowed,1
3121,overhung,1
3122,terrace,1
3123,Eluding,1
3124,obstetrical,1
3125,conversation,10
3126,chorus,2
3127,implored,1
3128,piano,4
3129,tall,2
3130,red-haired,1
3131,famous,3
3132,song,6
3133,quantity,1
3134,ineptly,1
3135,sad—she,1
3136,weeping,1
3137,pause,9
3138,filled,6
3139,gasping,2
3140,sobs,1
3141,lyric,1
3142,quavering,1
3143,soprano,1
3144,tears,6
3145,coursed,1
3146,cheeks—not,1
3147,freely,1
3148,beaded,1
3149,eyelashes,1
3150,inky,1
3151,rivulets,1
3152,humorous,1
3153,suggestion,6
3154,sing,3
3155,vinous,1
3156,fight,3
3157,says,7
3158,remaining,1
3159,fights,1
3160,husbands,1
3161,quartet,1
3162,asunder,1
3163,dissension,1
3164,intensity,5
3165,actress,1
3166,attempting,2
3167,indifferent,2
3168,resorted,1
3169,flank,1
3170,attacks—at,1
3171,intervals,1
3172,angry,2
3173,diamond,1
3174,hissed,1
3175,promised,3
3176,reluctance,3
3177,confined,1
3178,wayward,1
3179,occupied,1
3180,deplorably,1
3181,highly,1
3182,indignant,1
3183,wives,4
3184,sympathizing,1
3185,sees,2
3186,wants,10
3187,home.,2
3188,selfish,1
3189,life.,1
3190,leave.,1
3191,we.,1
3192,sheepishly,1
3193,spite,1
3194,agreement,2
3195,malevolence,1
3196,credibility,1
3197,dispute,1
3198,struggle,2
3199,kicking,1
3200,eagerness,2
3201,tightened,1
3202,goodbye,6
3203,lingered,3
3204,shake,3
3205,amazing,2
3206,hour.,5
3207,simply,4
3208,abstractedly,1
3209,swore,2
3210,tantalizing,1
3211,gracefully,1
3212,Please,9
3213,Phone,1
3214,Under,2
3215,Sigourney,1
3216,Howard,1
3217,hurrying,2
3218,talked—her,1
3219,jaunty,2
3220,salute,1
3221,melted,2
3222,Rather,1
3223,ashamed,1
3224,stayed,9
3225,joined,2
3226,clustered,2
3227,explain,1
3228,hunted,2
3229,apologize,1
3230,enjoined,1
3231,sport.,12
3232,familiarity,1
3233,reassuringly,1
3234,brushed,2
3235,clock.,1
3236,Philadelphia,1
3237,phone,9
3238,sir.,1
3239,Tell,5
3240,night.,6
3241,smiled—and,1
3242,significance,3
3243,desired,2
3244,Fifty,1
3245,headlights,2
3246,illuminated,1
3247,tumultuous,2
3248,ditch,1
3249,shorn,1
3250,coupé,10
3251,accounted,1
3252,detachment,1
3253,considerable,1
3254,chauffeurs,1
3255,blocking,1
3256,discordant,1
3257,din,2
3258,duster,2
3259,dismounted,1
3260,tyre,2
3261,observers,1
3262,puzzled,1
3263,ditch.,1
3264,infinitely,3
3265,astonishing,1
3266,recognized,2
3267,man—it,1
3268,patron,2
3269,happen,10
3270,shrugged,1
3271,whatever,6
3272,mechanics,1
3273,Owl,1
3274,Eyes,1
3275,washing,1
3276,driving—next,1
3277,poor,7
3278,driver,7
3279,driving,9
3280,indignantly,3
3281,trying.,1
3282,bystanders,1
3283,commit,1
3284,suicide,1
3285,lucky,1
3286,criminal,1
3287,car.,12
3288,shock,4
3289,declaration,1
3290,sustained,1
3291,Ah-h-h,1
3292,crowd—it,1
3293,crowd—stepped,1
3294,involuntarily,2
3295,ghostly,6
3296,part,9
3297,dangling,1
3298,individual,1
3299,stepped,4
3300,pawing,1
3301,tentatively,2
3302,uncertain,3
3303,shoe,2
3304,Blinded,1
3305,glare,2
3306,horns,3
3307,apparition,1
3308,swaying,3
3309,perceived,2
3310,Wha,2
3311,calmly,3
3312,outa,1
