line_num,line_str,chap_num
1112,where all his money comes from.”,2
1114,“Really?”,2
1116,She nodded.,2
1118,“I’m scared of him. I’d hate to have him get anything on me.”,2
1120,This absorbing information about my neighbour was interrupted by Mrs.,2
1121,McKee’s pointing suddenly at Catherine:,2
1123,"“Chester, I think you could do something with her,” she broke out, but",2
1124,"Mr. McKee only nodded in a bored way, and turned his attention to Tom.",2
1126,"“I’d like to do more work on Long Island, if I could get the entry.",2
1127,All I ask is that they should give me a start.”,2
1129,"“Ask Myrtle,” said Tom, breaking into a short shout of laughter as",2
1130,Mrs. Wilson entered with a tray. “She’ll give you a letter of,2
1131,"introduction, won’t you, Myrtle?”",2
1133,"“Do what?” she asked, startled.",2
1135,"“You’ll give McKee a letter of introduction to your husband, so he can",2
1136,do some studies of him.” His lips moved silently for a moment as he,2
1137,"invented, “ ‘George B. Wilson at the Gasoline Pump,’ or something like",2
1138,that.”,2
1140,Catherine leaned close to me and whispered in my ear:,2
1142,“Neither of them can stand the person they’re married to.”,2
1144,“Can’t they?”,2
1146,“Can’t stand them.” She looked at Myrtle and then at Tom. “What I say,2
1147,"is, why go on living with them if they can’t stand them? If I was them",2
1148,I’d get a divorce and get married to each other right away.”,2
1150,“Doesn’t she like Wilson either?”,2
1152,"The answer to this was unexpected. It came from Myrtle, who had",2
1153,"overheard the question, and it was violent and obscene.",2
1155,"“You see,” cried Catherine triumphantly. She lowered her voice again.",2
1156,"“It’s really his wife that’s keeping them apart. She’s a Catholic, and",2
1157,they don’t believe in divorce.”,2
1159,"Daisy was not a Catholic, and I was a little shocked at the",2
1160,elaborateness of the lie.,2
1162,"“When they do get married,” continued Catherine, “they’re going West",2
1163,to live for a while until it blows over.”,2
1165,“It’d be more discreet to go to Europe.”,2
1167,"“Oh, do you like Europe?” she exclaimed surprisingly. “I just got back",2
1168,from Monte Carlo.”,2
1170,“Really.”,2
1172,“Just last year. I went over there with another girl.”,2
1174,“Stay long?”,2
1176,"“No, we just went to Monte Carlo and back. We went by way of",2
1177,"Marseilles. We had over twelve hundred dollars when we started, but we",2
1178,got gyped out of it all in two days in the private rooms. We had an,2
1179,"awful time getting back, I can tell you. God, how I hated that town!”",2
1181,The late afternoon sky bloomed in the window for a moment like the,2
1182,blue honey of the Mediterranean—then the shrill voice of Mrs. McKee,2
1183,called me back into the room.,2
1185,"“I almost made a mistake, too,” she declared vigorously. “I almost",2
1186,married a little kike who’d been after me for years. I knew he was,2
1187,"below me. Everybody kept saying to me: ‘Lucille, that man’s way below",2
1188,"you!’ But if I hadn’t met Chester, he’d of got me sure.”",2
1190,"“Yes, but listen,” said Myrtle Wilson, nodding her head up and down,",2
1191,“at least you didn’t marry him.”,2
1193,“I know I didn’t.”,2
1195,"“Well, I married him,” said Myrtle, ambiguously. “And that’s the",2
1196,difference between your case and mine.”,2
1198,"“Why did you, Myrtle?” demanded Catherine. “Nobody forced you to.”",2
1200,Myrtle considered.,2
1202,"“I married him because I thought he was a gentleman,” she said",2
1203,"finally. “I thought he knew something about breeding, but he wasn’t",2
1204,fit to lick my shoe.”,2
1206,"“You were crazy about him for a while,” said Catherine.",2
1208,“Crazy about him!” cried Myrtle incredulously. “Who said I was crazy,2
1209,about him? I never was any more crazy about him than I was about that,2
1210,man there.”,2
1212,"She pointed suddenly at me, and everyone looked at me accusingly. I",2
1213,tried to show by my expression that I expected no affection.,2
1215,“The only crazy I was was when I married him. I knew right away I made,2
1216,"a mistake. He borrowed somebody’s best suit to get married in, and",2
1217,"never even told me about it, and the man came after it one day when he",2
1218,"was out: ‘Oh, is that your suit?’ I said. ‘This is the first I ever",2
1219,heard about it.’ But I gave it to him and then I lay down and cried to,2
1220,beat the band all afternoon.”,2
1222,"“She really ought to get away from him,” resumed Catherine to me.",2
1223,“They’ve been living over that garage for eleven years. And Tom’s the,2
1224,first sweetie she ever had.”,2
1226,The bottle of whisky—a second one—was now in constant demand by all,2
1227,"present, excepting Catherine, who “felt just as good on nothing at",2
1228,all.” Tom rang for the janitor and sent him for some celebrated,2
1229,"sandwiches, which were a complete supper in themselves. I wanted to",2
1230,"get out and walk eastward toward the park through the soft twilight,",2
1231,"but each time I tried to go I became entangled in some wild, strident",2
1232,"argument which pulled me back, as if with ropes, into my chair. Yet",2
1233,high over the city our line of yellow windows must have contributed,2
1234,their share of human secrecy to the casual watcher in the darkening,2
1235,"streets, and I saw him too, looking up and wondering. I was within and",2
1236,"without, simultaneously enchanted and repelled by the inexhaustible",2
1237,variety of life.,2
1239,"Myrtle pulled her chair close to mine, and suddenly her warm breath",2
1240,poured over me the story of her first meeting with Tom.,2
1242,“It was on the two little seats facing each other that are always the,2
1243,last ones left on the train. I was going up to New York to see my,2
1244,sister and spend the night. He had on a dress suit and patent leather,2
1245,"shoes, and I couldn’t keep my eyes off him, but every time he looked",2
1246,at me I had to pretend to be looking at the advertisement over his,2
1247,"head. When we came into the station he was next to me, and his white",2
1248,"shirtfront pressed against my arm, and so I told him I’d have to call",2
1249,"a policeman, but he knew I lied. I was so excited that when I got into",2
1250,a taxi with him I didn’t hardly know I wasn’t getting into a subway,2
1251,"train. All I kept thinking about, over and over, was ‘You can’t live",2
1252,forever; you can’t live forever.’ ”,2
1254,She turned to Mrs. McKee and the room rang full of her artificial,2
1255,laughter.,2
1257,"“My dear,” she cried, “I’m going to give you this dress as soon as I’m",2
1258,through with it. I’ve got to get another one tomorrow. I’m going to,2
1259,"make a list of all the things I’ve got to get. A massage and a wave,",2
1260,"and a collar for the dog, and one of those cute little ashtrays where",2
1261,"you touch a spring, and a wreath with a black silk bow for mother’s",2
1262,grave that’ll last all summer. I got to write down a list so I won’t,2
1263,forget all the things I got to do.”,2
1265,It was nine o’clock—almost immediately afterward I looked at my watch,2
1266,and found it was ten. Mr. McKee was asleep on a chair with his fists,2
1267,"clenched in his lap, like a photograph of a man of action. Taking out",2
1268,my handkerchief I wiped from his cheek the spot of dried lather that,2
1269,had worried me all the afternoon.,2
1271,The little dog was sitting on the table looking with blind eyes,2
1272,"through the smoke, and from time to time groaning faintly. People",2
1273,"disappeared, reappeared, made plans to go somewhere, and then lost",2
1274,"each other, searched for each other, found each other a few feet",2
1275,away. Some time toward midnight Tom Buchanan and Mrs. Wilson stood,2
1276,"face to face discussing, in impassioned voices, whether Mrs. Wilson",2
1277,had any right to mention Daisy’s name.,2
1279,“Daisy! Daisy! Daisy!” shouted Mrs. Wilson. “I’ll say it whenever I,2
1280,want to! Daisy! Dai—”,2
1282,"Making a short deft movement, Tom Buchanan broke her nose with his",2
1283,open hand.,2
1285,"Then there were bloody towels upon the bathroom floor, and women’s",2
1286,"voices scolding, and high over the confusion a long broken wail of",2
1287,pain. Mr. McKee awoke from his doze and started in a daze toward the,2
1288,door. When he had gone halfway he turned around and stared at the,2
1289,scene—his wife and Catherine scolding and consoling as they stumbled,2
1290,"here and there among the crowded furniture with articles of aid, and",2
1291,"the despairing figure on the couch, bleeding fluently, and trying to",2
1292,spread a copy of Town Tattle over the tapestry scenes of,2
1293,Versailles. Then Mr. McKee turned and continued on out the door.,2
1294,"Taking my hat from the chandelier, I followed.",2
1296,"“Come to lunch some day,” he suggested, as we groaned down in the",2
1297,elevator.,2
1299,“Where?”,2
1301,“Anywhere.”,2
1303,"“Keep your hands off the lever,” snapped the elevator boy.",2
1305,"“I beg your pardon,” said Mr. McKee with dignity, “I didn’t know I was",2
1306,touching it.”,2
1308,"“All right,” I agreed, “I’ll be glad to.”",2
1310,… I was standing beside his bed and he was sitting up between the,2
1311,"sheets, clad in his underwear, with a great portfolio in his hands.",2
1313,“Beauty and the Beast … Loneliness … Old Grocery Horse … Brook’n,2
1314,Bridge …”,2
1316,Then I was lying half asleep in the cold lower level of the,2
1317,"Pennsylvania Station, staring at the morning Tribune, and waiting for",2
1318,the four o’clock train.,2
1323,There was music from my neighbour’s house through the summer nights.,3
1324,In his blue gardens men and girls came and went like moths among the,3
1325,whisperings and the champagne and the stars. At high tide in the,3
1326,"afternoon I watched his guests diving from the tower of his raft, or",3
1327,taking the sun on the hot sand of his beach while his two motorboats,3
1328,"slit the waters of the Sound, drawing aquaplanes over cataracts of",3
1329,"foam. On weekends his Rolls-Royce became an omnibus, bearing parties",3
1330,to and from the city between nine in the morning and long past,3
1331,"midnight, while his station wagon scampered like a brisk yellow bug to",3
1332,"meet all trains. And on Mondays eight servants, including an extra",3
1333,"gardener, toiled all day with mops and scrubbing-brushes and hammers",3
1334,"and garden-shears, repairing the ravages of the night before.",3
1336,Every Friday five crates of oranges and lemons arrived from a,3
1337,fruiterer in New York—every Monday these same oranges and lemons left,3
1338,his back door in a pyramid of pulpless halves. There was a machine in,3
1339,the kitchen which could extract the juice of two hundred oranges in,3
1340,half an hour if a little button was pressed two hundred times by a,3
1341,butler’s thumb.,3
1343,At least once a fortnight a corps of caterers came down with several,3
1344,hundred feet of canvas and enough coloured lights to make a Christmas,3
1345,"tree of Gatsby’s enormous garden. On buffet tables, garnished with",3
1346,"glistening hors-d’oeuvre, spiced baked hams crowded against salads of",3
1347,harlequin designs and pastry pigs and turkeys bewitched to a dark,3
1348,"gold. In the main hall a bar with a real brass rail was set up, and",3
1349,stocked with gins and liquors and with cordials so long forgotten that,3
1350,most of his female guests were too young to know one from another.,3
1352,"By seven o’clock the orchestra has arrived, no thin five-piece affair,",3
1353,but a whole pitful of oboes and trombones and saxophones and viols and,3
1354,"cornets and piccolos, and low and high drums. The last swimmers have",3
1355,come in from the beach now and are dressing upstairs; the cars from,3
1356,"New York are parked five deep in the drive, and already the halls and",3
1357,"salons and verandas are gaudy with primary colours, and hair bobbed in",3
1358,"strange new ways, and shawls beyond the dreams of Castile. The bar is",3
1359,"in full swing, and floating rounds of cocktails permeate the garden",3
1360,"outside, until the air is alive with chatter and laughter, and casual",3
1361,"innuendo and introductions forgotten on the spot, and enthusiastic",3
1362,meetings between women who never knew each other’s names.,3
1364,"The lights grow brighter as the earth lurches away from the sun, and",3
1365,"now the orchestra is playing yellow cocktail music, and the opera of",3
1366,"voices pitches a key higher. Laughter is easier minute by minute,",3
1367,"spilled with prodigality, tipped out at a cheerful word. The groups",3
1368,"change more swiftly, swell with new arrivals, dissolve and form in the",3
1369,"same breath; already there are wanderers, confident girls who weave",3
1370,"here and there among the stouter and more stable, become for a sharp,",3
1371,"joyous moment the centre of a group, and then, excited with triumph,",3
1372,glide on through the sea-change of faces and voices and colour under,3
1373,the constantly changing light.,3
1375,"Suddenly one of these gypsies, in trembling opal, seizes a cocktail",3
1376,"out of the air, dumps it down for courage and, moving her hands like",3
1377,"Frisco, dances out alone on the canvas platform. A momentary hush; the",3
1378,"orchestra leader varies his rhythm obligingly for her, and there is a",3
1379,burst of chatter as the erroneous news goes around that she is Gilda,3
1380,Gray’s understudy from the Follies. The party has begun.,3
1382,I believe that on the first night I went to Gatsby’s house I was one,3
1383,of the few guests who had actually been invited. People were not,3
1384,invited—they went there. They got into automobiles which bore them out,3
1385,"to Long Island, and somehow they ended up at Gatsby’s door. Once there",3
1386,"they were introduced by somebody who knew Gatsby, and after that they",3
1387,conducted themselves according to the rules of behaviour associated,3
1388,with an amusement park. Sometimes they came and went without having,3
1389,"met Gatsby at all, came for the party with a simplicity of heart that",3
1390,was its own ticket of admission.,3
1392,I had been actually invited. A chauffeur in a uniform of robin’s-egg,3
1393,blue crossed my lawn early that Saturday morning with a surprisingly,3
1394,"formal note from his employer: the honour would be entirely Gatsby’s,",3
1395,"it said, if I would attend his “little party” that night. He had seen",3
1396,"me several times, and had intended to call on me long before, but a",3
1397,peculiar combination of circumstances had prevented it—signed Jay,3
1398,"Gatsby, in a majestic hand.",3
1400,Dressed up in white flannels I went over to his lawn a little after,3
1401,"seven, and wandered around rather ill at ease among swirls and eddies",3
1402,of people I didn’t know—though here and there was a face I had noticed,3
1403,on the commuting train. I was immediately struck by the number of,3
1404,"young Englishmen dotted about; all well dressed, all looking a little",3
1405,"hungry, and all talking in low, earnest voices to solid and prosperous",3
1406,Americans. I was sure that they were selling something: bonds or,3
1407,insurance or automobiles. They were at least agonizingly aware of the,3
1408,easy money in the vicinity and convinced that it was theirs for a few,3
1409,words in the right key.,3
1411,"As soon as I arrived I made an attempt to find my host, but the two or",3
1412,three people of whom I asked his whereabouts stared at me in such an,3
1413,"amazed way, and denied so vehemently any knowledge of his movements,",3
1414,that I slunk off in the direction of the cocktail table—the only place,3
1415,in the garden where a single man could linger without looking,3
1416,purposeless and alone.,3
1418,I was on my way to get roaring drunk from sheer embarrassment when,3
1419,Jordan Baker came out of the house and stood at the head of the marble,3
1420,"steps, leaning a little backward and looking with contemptuous",3
1421,interest down into the garden.,3
1423,"Welcome or not, I found it necessary to attach myself to someone",3
1424,before I should begin to address cordial remarks to the passersby.,3
1426,"“Hello!” I roared, advancing toward her. My voice seemed unnaturally",3
1427,loud across the garden.,3
1429,"“I thought you might be here,” she responded absently as I came up.",3
1430,“I remembered you lived next door to—”,3
1432,"She held my hand impersonally, as a promise that she’d take care of me",3
1433,"in a minute, and gave ear to two girls in twin yellow dresses, who",3
1434,stopped at the foot of the steps.,3
1436,“Hello!” they cried together. “Sorry you didn’t win.”,3
1438,That was for the golf tournament. She had lost in the finals the week,3
1439,before.,3
1441,"“You don’t know who we are,” said one of the girls in yellow, “but we",3
1442,met you here about a month ago.”,3
1444,"“You’ve dyed your hair since then,” remarked Jordan, and I started,",3
1445,but the girls had moved casually on and her remark was addressed to,3
1446,"the premature moon, produced like the supper, no doubt, out of a",3
1447,"caterer’s basket. With Jordan’s slender golden arm resting in mine, we",3
1448,descended the steps and sauntered about the garden. A tray of,3
1449,"cocktails floated at us through the twilight, and we sat down at a",3
1450,"table with the two girls in yellow and three men, each one introduced",3
1451,to us as Mr. Mumble.,3
1453,“Do you come to these parties often?” inquired Jordan of the girl,3
1454,beside her.,3
1456,"“The last one was the one I met you at,” answered the girl, in an",3
1457,alert confident voice. She turned to her companion: “Wasn’t it for,3
1458,"you, Lucille?”",3
1460,"It was for Lucille, too.",3
1462,"“I like to come,” Lucille said. “I never care what I do, so I always",3
1463,"have a good time. When I was here last I tore my gown on a chair, and",3
1464,he asked me my name and address—inside of a week I got a package from,3
1465,Croirier’s with a new evening gown in it.”,3
1467,“Did you keep it?” asked Jordan.,3
1469,"“Sure I did. I was going to wear it tonight, but it was too big in the",3
1470,bust and had to be altered. It was gas blue with lavender beads. Two,3
1471,hundred and sixty-five dollars.”,3
1473,"“There’s something funny about a fellow that’ll do a thing like that,”",3
1474,said the other girl eagerly. “He doesn’t want any trouble with,3
1475,anybody.”,3
1477,“Who doesn’t?” I inquired.,3
1479,“Gatsby. Somebody told me—”,3
1481,The two girls and Jordan leaned together confidentially.,3
1483,“Somebody told me they thought he killed a man once.”,3
1485,A thrill passed over all of us. The three Mr. Mumbles bent forward and,3
1486,listened eagerly.,3
1488,"“I don’t think it’s so much that,” argued Lucille sceptically; “It’s",3
1489,more that he was a German spy during the war.”,3
1491,One of the men nodded in confirmation.,3
1493,"“I heard that from a man who knew all about him, grew up with him in",3
1494,"Germany,” he assured us positively.",3
1496,"“Oh, no,” said the first girl, “it couldn’t be that, because he was in",3
1497,the American army during the war.” As our credulity switched back to,3
1498,her she leaned forward with enthusiasm. “You look at him sometimes,3
1499,when he thinks nobody’s looking at him. I’ll bet he killed a man.”,3
1501,She narrowed her eyes and shivered. Lucille shivered. We all turned,3
1502,and looked around for Gatsby. It was testimony to the romantic,3
1503,speculation he inspired that there were whispers about him from those,3
1504,who had found little that it was necessary to whisper about in this,3
1505,world.,3
1507,The first supper—there would be another one after midnight—was now,3
1508,"being served, and Jordan invited me to join her own party, who were",3
1509,spread around a table on the other side of the garden. There were,3
1510,"three married couples and Jordan’s escort, a persistent undergraduate",3
1511,"given to violent innuendo, and obviously under the impression that",3
1512,sooner or later Jordan was going to yield him up her person to a,3
1513,"greater or lesser degree. Instead of rambling, this party had",3
1514,"preserved a dignified homogeneity, and assumed to itself the function",3
1515,of representing the staid nobility of the countryside—East Egg,3
1516,condescending to West Egg and carefully on guard against its,3
1517,spectroscopic gaiety.,3
1519,"“Let’s get out,” whispered Jordan, after a somehow wasteful and",3
1520,inappropriate half-hour; “this is much too polite for me.”,3
1522,"We got up, and she explained that we were going to find the host: I",3
1523,"had never met him, she said, and it was making me uneasy. The",3
1524,"undergraduate nodded in a cynical, melancholy way.",3
1526,"The bar, where we glanced first, was crowded, but Gatsby was not",3
1527,"there. She couldn’t find him from the top of the steps, and he wasn’t",3
1528,"on the veranda. On a chance we tried an important-looking door, and",3
1529,"walked into a high Gothic library, panelled with carved English oak,",3
1530,and probably transported complete from some ruin overseas.,3
1532,"A stout, middle-aged man, with enormous owl-eyed spectacles, was",3
1533,"sitting somewhat drunk on the edge of a great table, staring with",3
1534,unsteady concentration at the shelves of books. As we entered he,3
1535,wheeled excitedly around and examined Jordan from head to foot.,3
1537,“What do you think?” he demanded impetuously.,3
1539,“About what?”,3
1541,He waved his hand toward the bookshelves.,3
1543,“About that. As a matter of fact you needn’t bother to ascertain. I,3
1544,ascertained. They’re real.”,3
1546,“The books?”,3
1548,He nodded.,3
1550,“Absolutely real—have pages and everything. I thought they’d be a nice,3
1551,"durable cardboard. Matter of fact, they’re absolutely real.  Pages",3
1552,and—Here! Lemme show you.”,3
1554,"Taking our scepticism for granted, he rushed to the bookcases and",3
1555,returned with Volume One of the Stoddard Lectures.,3
1557,“See!” he cried triumphantly. “It’s a bona-fide piece of printed,3
1558,matter. It fooled me. This fella’s a regular Belasco. It’s a,3
1559,"triumph. What thoroughness! What realism! Knew when to stop,",3
1560,too—didn’t cut the pages. But what do you want? What do you expect?”,3
1562,"He snatched the book from me and replaced it hastily on its shelf,",3
1563,muttering that if one brick was removed the whole library was liable,3
1564,to collapse.,3
1566,“Who brought you?” he demanded. “Or did you just come? I was brought.,3
1567,Most people were brought.”,3
1569,"Jordan looked at him alertly, cheerfully, without answering.",3
1571,"“I was brought by a woman named Roosevelt,” he continued. “Mrs. Claud",3
1572,Roosevelt. Do you know her? I met her somewhere last night. I’ve been,3
1573,"drunk for about a week now, and I thought it might sober me up to sit",3
1574,in a library.”,3
1576,“Has it?”,3
1578,"“A little bit, I think. I can’t tell yet. I’ve only been here an hour.",3
1579,Did I tell you about the books? They’re real. They’re—”,3
1581,“You told us.”,3
1583,We shook hands with him gravely and went back outdoors.,3
1585,There was dancing now on the canvas in the garden; old men pushing,3
1586,"young girls backward in eternal graceless circles, superior couples",3
1587,"holding each other tortuously, fashionably, and keeping in the",3
1588,corners—and a great number of single girls dancing individually or,3
1589,relieving the orchestra for a moment of the burden of the banjo or the,3
1590,traps. By midnight the hilarity had increased. A celebrated tenor had,3
1591,"sung in Italian, and a notorious contralto had sung in jazz, and",3
1592,"between the numbers people were doing “stunts” all over the garden,",3
1593,"while happy, vacuous bursts of laughter rose toward the summer sky. A",3
1594,"pair of stage twins, who turned out to be the girls in yellow, did a",3
1595,"baby act in costume, and champagne was served in glasses bigger than",3
1596,"finger-bowls. The moon had risen higher, and floating in the Sound was",3
1597,"a triangle of silver scales, trembling a little to the stiff, tinny",3
1598,drip of the banjoes on the lawn.,3
1600,I was still with Jordan Baker. We were sitting at a table with a man,3
1601,"of about my age and a rowdy little girl, who gave way upon the",3
1602,slightest provocation to uncontrollable laughter. I was enjoying,3
1603,"myself now. I had taken two finger-bowls of champagne, and the scene",3
1604,"had changed before my eyes into something significant, elemental, and",3
1605,profound.,3
1607,At a lull in the entertainment the man looked at me and smiled.,3
1609,"“Your face is familiar,” he said politely. “Weren’t you in the First",3
1610,Division during the war?”,3
1612,“Why yes. I was in the Twenty-eighth Infantry.”,3
1614,“I was in the Sixteenth until June nineteen-eighteen. I knew I’d seen,3
1615,you somewhere before.”,3
1617,"We talked for a moment about some wet, grey little villages in France.",3
1618,"Evidently he lived in this vicinity, for he told me that he had just",3
1619,"bought a hydroplane, and was going to try it out in the morning.",3
1621,"“Want to go with me, old sport? Just near the shore along the Sound.”",3
1623,“What time?”,3
1625,“Any time that suits you best.”,3
1627,It was on the tip of my tongue to ask his name when Jordan looked,3
1628,around and smiled.,3
1630,“Having a gay time now?” she inquired.,3
1632,“Much better.” I turned again to my new acquaintance. “This is an,3
1633,unusual party for me. I haven’t even seen the host. I live over,3
1634,"there—” I waved my hand at the invisible hedge in the distance, “and",3
1635,this man Gatsby sent over his chauffeur with an invitation.”,3
1637,For a moment he looked at me as if he failed to understand.,3
1639,"“I’m Gatsby,” he said suddenly.",3
1641,"“What!” I exclaimed. “Oh, I beg your pardon.”",3
1643,"“I thought you knew, old sport. I’m afraid I’m not a very good host.”",3
1645,He smiled understandingly—much more than understandingly. It was one,3
1646,"of those rare smiles with a quality of eternal reassurance in it, that",3
1647,you may come across four or five times in life. It faced—or seemed to,3
1648,"face—the whole eternal world for an instant, and then concentrated on",3
1649,you with an irresistible prejudice in your favour. It understood you,3
1650,"just so far as you wanted to be understood, believed in you as you",3
1651,"would like to believe in yourself, and assured you that it had",3
1652,"precisely the impression of you that, at your best, you hoped to",3
1653,convey. Precisely at that point it vanished—and I was looking at an,3
1654,"elegant young roughneck, a year or two over thirty, whose elaborate",3
1655,formality of speech just missed being absurd. Some time before he,3
1656,introduced himself I’d got a strong impression that he was picking his,3
1657,words with care.,3
1659,Almost at the moment when Mr. Gatsby identified himself a butler,3
1660,hurried toward him with the information that Chicago was calling him,3
1661,on the wire. He excused himself with a small bow that included each of,3
1662,us in turn.,3
1664,"“If you want anything just ask for it, old sport,” he urged me.",3
1665,“Excuse me. I will rejoin you later.”,3
1667,When he was gone I turned immediately to Jordan—constrained to assure,3
1668,her of my surprise. I had expected that Mr. Gatsby would be a florid,3
1669,and corpulent person in his middle years.,3
1671,“Who is he?” I demanded. “Do you know?”,3
1673,“He’s just a man named Gatsby.”,3
1675,"“Where is he from, I mean? And what does he do?”",3
1677,"“Now you’re started on the subject,” she answered with a wan smile.",3
1678,"“Well, he told me once he was an Oxford man.”",3
1680,"A dim background started to take shape behind him, but at her next",3
1681,remark it faded away.,3
1683,"“However, I don’t believe it.”",3
1685,“Why not?”,3
1687,"“I don’t know,” she insisted, “I just don’t think he went there.”",3
1689,Something in her tone reminded me of the other girl’s “I think he,3
1690,"killed a man,” and had the effect of stimulating my curiosity. I would",3
1691,have accepted without question the information that Gatsby sprang from,3
1692,the swamps of Louisiana or from the lower East Side of New York. That,3
1693,was comprehensible. But young men didn’t—at least in my provincial,3
1694,inexperience I believed they didn’t—drift coolly out of nowhere and,3
1695,buy a palace on Long Island Sound.,3
1697,"“Anyhow, he gives large parties,” said Jordan, changing the subject",3
1698,with an urban distaste for the concrete. “And I like large parties.,3
1699,They’re so intimate. At small parties there isn’t any privacy.”,3
1701,"There was the boom of a bass drum, and the voice of the orchestra",3
1702,leader rang out suddenly above the echolalia of the garden.,3
1704,"“Ladies and gentlemen,” he cried. “At the request of Mr. Gatsby we are",3
1705,"going to play for you Mr. Vladmir Tostoff’s latest work, which",3
1706,attracted so much attention at Carnegie Hall last May. If you read the,3
1707,papers you know there was a big sensation.” He smiled with jovial,3
1708,"condescension, and added: “Some sensation!” Whereupon everybody",3
1709,laughed.,3
1711,"“The piece is known,” he concluded lustily, “as ‘Vladmir Tostoff’s",3
1712,Jazz History of the World!’ ”,3
1714,"The nature of Mr. Tostoff’s composition eluded me, because just as it",3
1715,"began my eyes fell on Gatsby, standing alone on the marble steps and",3
1716,looking from one group to another with approving eyes. His tanned skin,3
1717,was drawn attractively tight on his face and his short hair looked as,3
1718,though it were trimmed every day. I could see nothing sinister about,3
1719,him. I wondered if the fact that he was not drinking helped to set him,3
1720,"off from his guests, for it seemed to me that he grew more correct as",3
1721,the fraternal hilarity increased. When the “Jazz History of the World”,3
1722,"was over, girls were putting their heads on men’s shoulders in a",3
1723,"puppyish, convivial way, girls were swooning backward playfully into",3
1724,"men’s arms, even into groups, knowing that someone would arrest their",3
1725,"falls—but no one swooned backward on Gatsby, and no French bob touched",3
1726,"Gatsby’s shoulder, and no singing quartets were formed with Gatsby’s",3
1727,head for one link.,3
1729,“I beg your pardon.”,3
1731,Gatsby’s butler was suddenly standing beside us.,3
1733,"“Miss Baker?” he inquired. “I beg your pardon, but Mr. Gatsby would",3
1734,like to speak to you alone.”,3
1736,“With me?” she exclaimed in surprise.,3
1738,"“Yes, madame.”",3
1740,"She got up slowly, raising her eyebrows at me in astonishment, and",3
1741,followed the butler toward the house. I noticed that she wore her,3
1742,"evening-dress, all her dresses, like sports clothes—there was a",3
1743,jauntiness about her movements as if she had first learned to walk,3
1744,"upon golf courses on clean, crisp mornings.",3
1746,I was alone and it was almost two. For some time confused and,3
1747,"intriguing sounds had issued from a long, many-windowed room which",3
1748,"overhung the terrace. Eluding Jordan’s undergraduate, who was now",3
1749,"engaged in an obstetrical conversation with two chorus girls, and who",3
1750,"implored me to join him, I went inside.",3
1752,The large room was full of people. One of the girls in yellow was,3
1753,"playing the piano, and beside her stood a tall, red-haired young lady",3
1754,"from a famous chorus, engaged in song. She had drunk a quantity of",3
1755,"champagne, and during the course of her song she had decided, ineptly,",3
1756,"that everything was very, very sad—she was not only singing, she was",3
1757,weeping too. Whenever there was a pause in the song she filled it with,3
1758,"gasping, broken sobs, and then took up the lyric again in a quavering",3
1759,"soprano. The tears coursed down her cheeks—not freely, however, for",3
1760,when they came into contact with her heavily beaded eyelashes they,3
1761,"assumed an inky colour, and pursued the rest of their way in slow",3
1762,black rivulets. A humorous suggestion was made that she sing the notes,3
1763,"on her face, whereupon she threw up her hands, sank into a chair, and",3
1764,went off into a deep vinous sleep.,3
1766,"“She had a fight with a man who says he’s her husband,” explained a",3
1767,girl at my elbow.,3
1769,I looked around. Most of the remaining women were now having fights,3
1770,"with men said to be their husbands. Even Jordan’s party, the quartet",3
1771,"from East Egg, were rent asunder by dissension. One of the men was",3
1772,"talking with curious intensity to a young actress, and his wife, after",3
1773,attempting to laugh at the situation in a dignified and indifferent,3
1774,"way, broke down entirely and resorted to flank attacks—at intervals",3
1775,"she appeared suddenly at his side like an angry diamond, and hissed:",3
1776,“You promised!” into his ear.,3
1778,The reluctance to go home was not confined to wayward men. The hall,3
1779,was at present occupied by two deplorably sober men and their highly,3
1780,indignant wives. The wives were sympathizing with each other in,3
1781,slightly raised voices.,3
1783,“Whenever he sees I’m having a good time he wants to go home.”,3
1785,“Never heard anything so selfish in my life.”,3
1787,“We’re always the first ones to leave.”,3
1789,“So are we.”,3
1791,"“Well, we’re almost the last tonight,” said one of the men sheepishly.",3
1792,“The orchestra left half an hour ago.”,3
1794,In spite of the wives’ agreement that such malevolence was beyond,3
1795,"credibility, the dispute ended in a short struggle, and both wives",3
1796,"were lifted, kicking, into the night.",3
1798,As I waited for my hat in the hall the door of the library opened and,3
1799,Jordan Baker and Gatsby came out together. He was saying some last,3
1800,"word to her, but the eagerness in his manner tightened abruptly into",3
1801,formality as several people approached him to say goodbye.,3
1803,"Jordan’s party were calling impatiently to her from the porch, but she",3
1804,lingered for a moment to shake hands.,3
1806,"“I’ve just heard the most amazing thing,” she whispered. “How long",3
1807,were we in there?”,3
1809,"“Why, about an hour.”",3
1811,"“It was … simply amazing,” she repeated abstractedly. “But I swore I",3
1812,wouldn’t tell it and here I am tantalizing you.” She yawned gracefully,3
1813,in my face. “Please come and see me … Phone book … Under the name of,3
1814,Mrs. Sigourney Howard … My aunt …” She was hurrying off as she,3
1815,talked—her brown hand waved a jaunty salute as she melted into her,3
1816,party at the door.,3
1818,"Rather ashamed that on my first appearance I had stayed so late, I",3
1819,"joined the last of Gatsby’s guests, who were clustered around him. I",3
1820,wanted to explain that I’d hunted for him early in the evening and to,3
1821,apologize for not having known him in the garden.,3
1823,"“Don’t mention it,” he enjoined me eagerly. “Don’t give it another",3
