chap_num,para_num,para_str,book_id
2,250,"“Do you live down on Long Island, too?” she inquired.",Great Gatsby
2,251,“I live at West Egg.”,Great Gatsby
2,252,“Really? I was down there at a party about a month ago. At a man named,Great Gatsby
2,253,Gatsby’s. Do you know him?”,Great Gatsby
2,254,“I live next door to him.”,Great Gatsby
2,255,"“Well, they say he’s a nephew or a cousin of Kaiser Wilhelm’s. That’s",Great Gatsby
2,256,where all his money comes from.”,Great Gatsby
2,257,“Really?”,Great Gatsby
2,258,She nodded.,Great Gatsby
2,259,“I’m scared of him. I’d hate to have him get anything on me.”,Great Gatsby
2,260,This absorbing information about my neighbour was interrupted by Mrs.,Great Gatsby
2,261,McKee’s pointing suddenly at Catherine:,Great Gatsby
2,262,"“Chester, I think you could do something with her,” she broke out, but",Great Gatsby
2,263,"Mr. McKee only nodded in a bored way, and turned his attention to Tom.",Great Gatsby
2,264,"“I’d like to do more work on Long Island, if I could get the entry.",Great Gatsby
2,265,All I ask is that they should give me a start.”,Great Gatsby
2,266,"“Ask Myrtle,” said Tom, breaking into a short shout of laughter as",Great Gatsby
2,267,Mrs. Wilson entered with a tray. “She’ll give you a letter of,Great Gatsby
2,268,"introduction, won’t you, Myrtle?”",Great Gatsby
2,269,"“Do what?” she asked, startled.",Great Gatsby
2,270,"“You’ll give McKee a letter of introduction to your husband, so he can",Great Gatsby
2,271,do some studies of him.” His lips moved silently for a moment as he,Great Gatsby
2,272,"invented, “ ‘George B. Wilson at the Gasoline Pump,’ or something like",Great Gatsby
2,273,that.”,Great Gatsby
2,274,Catherine leaned close to me and whispered in my ear:,Great Gatsby
2,275,“Neither of them can stand the person they’re married to.”,Great Gatsby
2,276,“Can’t they?”,Great Gatsby
2,277,“Can’t stand them.” She looked at Myrtle and then at Tom. “What I say,Great Gatsby
2,278,"is, why go on living with them if they can’t stand them? If I was them",Great Gatsby
2,279,I’d get a divorce and get married to each other right away.”,Great Gatsby
2,280,“Doesn’t she like Wilson either?”,Great Gatsby
2,281,"The answer to this was unexpected. It came from Myrtle, who had",Great Gatsby
2,282,"overheard the question, and it was violent and obscene.",Great Gatsby
2,283,"“You see,” cried Catherine triumphantly. She lowered her voice again.",Great Gatsby
2,284,"“It’s really his wife that’s keeping them apart. She’s a Catholic, and",Great Gatsby
2,285,they don’t believe in divorce.”,Great Gatsby
2,286,"Daisy was not a Catholic, and I was a little shocked at the",Great Gatsby
2,287,elaborateness of the lie.,Great Gatsby
2,288,"“When they do get married,” continued Catherine, “they’re going West",Great Gatsby
2,289,to live for a while until it blows over.”,Great Gatsby
2,290,“It’d be more discreet to go to Europe.”,Great Gatsby
2,291,"“Oh, do you like Europe?” she exclaimed surprisingly. “I just got back",Great Gatsby
2,292,from Monte Carlo.”,Great Gatsby
2,293,“Really.”,Great Gatsby
2,294,“Just last year. I went over there with another girl.”,Great Gatsby
2,295,“Stay long?”,Great Gatsby
2,296,"“No, we just went to Monte Carlo and back. We went by way of",Great Gatsby
2,297,"Marseilles. We had over twelve hundred dollars when we started, but we",Great Gatsby
2,298,got gyped out of it all in two days in the private rooms. We had an,Great Gatsby
2,299,"awful time getting back, I can tell you. God, how I hated that town!”",Great Gatsby
2,300,The late afternoon sky bloomed in the window for a moment like the,Great Gatsby
2,301,blue honey of the Mediterranean—then the shrill voice of Mrs. McKee,Great Gatsby
2,302,called me back into the room.,Great Gatsby
2,303,"“I almost made a mistake, too,” she declared vigorously. “I almost",Great Gatsby
2,304,married a little kike who’d been after me for years. I knew he was,Great Gatsby
2,305,"below me. Everybody kept saying to me: ‘Lucille, that man’s way below",Great Gatsby
2,306,"you!’ But if I hadn’t met Chester, he’d of got me sure.”",Great Gatsby
2,307,"“Yes, but listen,” said Myrtle Wilson, nodding her head up and down,",Great Gatsby
2,308,“at least you didn’t marry him.”,Great Gatsby
2,309,“I know I didn’t.”,Great Gatsby
2,310,"“Well, I married him,” said Myrtle, ambiguously. “And that’s the",Great Gatsby
2,311,difference between your case and mine.”,Great Gatsby
2,312,"“Why did you, Myrtle?” demanded Catherine. “Nobody forced you to.”",Great Gatsby
2,313,Myrtle considered.,Great Gatsby
2,314,"“I married him because I thought he was a gentleman,” she said",Great Gatsby
2,315,"finally. “I thought he knew something about breeding, but he wasn’t",Great Gatsby
2,316,fit to lick my shoe.”,Great Gatsby
2,317,"“You were crazy about him for a while,” said Catherine.",Great Gatsby
2,318,“Crazy about him!” cried Myrtle incredulously. “Who said I was crazy,Great Gatsby
2,319,about him? I never was any more crazy about him than I was about that,Great Gatsby
2,320,man there.”,Great Gatsby
2,321,"She pointed suddenly at me, and everyone looked at me accusingly. I",Great Gatsby
2,322,tried to show by my expression that I expected no affection.,Great Gatsby
2,323,“The only crazy I was was when I married him. I knew right away I made,Great Gatsby
2,324,"a mistake. He borrowed somebody’s best suit to get married in, and",Great Gatsby
2,325,"never even told me about it, and the man came after it one day when he",Great Gatsby
2,326,"was out: ‘Oh, is that your suit?’ I said. ‘This is the first I ever",Great Gatsby
2,327,heard about it.’ But I gave it to him and then I lay down and cried to,Great Gatsby
2,328,beat the band all afternoon.”,Great Gatsby
2,329,"“She really ought to get away from him,” resumed Catherine to me.",Great Gatsby
2,330,“They’ve been living over that garage for eleven years. And Tom’s the,Great Gatsby
2,331,first sweetie she ever had.”,Great Gatsby
2,332,The bottle of whisky—a second one—was now in constant demand by all,Great Gatsby
2,333,"present, excepting Catherine, who “felt just as good on nothing at",Great Gatsby
2,334,all.” Tom rang for the janitor and sent him for some celebrated,Great Gatsby
2,335,"sandwiches, which were a complete supper in themselves. I wanted to",Great Gatsby
2,336,"get out and walk eastward toward the park through the soft twilight,",Great Gatsby
2,337,"but each time I tried to go I became entangled in some wild, strident",Great Gatsby
2,338,"argument which pulled me back, as if with ropes, into my chair. Yet",Great Gatsby
2,339,high over the city our line of yellow windows must have contributed,Great Gatsby
2,340,their share of human secrecy to the casual watcher in the darkening,Great Gatsby
2,341,"streets, and I saw him too, looking up and wondering. I was within and",Great Gatsby
2,342,"without, simultaneously enchanted and repelled by the inexhaustible",Great Gatsby
2,343,variety of life.,Great Gatsby
2,344,"Myrtle pulled her chair close to mine, and suddenly her warm breath",Great Gatsby
2,345,poured over me the story of her first meeting with Tom.,Great Gatsby
2,346,“It was on the two little seats facing each other that are always the,Great Gatsby
2,347,last ones left on the train. I was going up to New York to see my,Great Gatsby
2,348,sister and spend the night. He had on a dress suit and patent leather,Great Gatsby
2,349,"shoes, and I couldn’t keep my eyes off him, but every time he looked",Great Gatsby
2,350,at me I had to pretend to be looking at the advertisement over his,Great Gatsby
2,351,"head. When we came into the station he was next to me, and his white",Great Gatsby
2,352,"shirtfront pressed against my arm, and so I told him I’d have to call",Great Gatsby
2,353,"a policeman, but he knew I lied. I was so excited that when I got into",Great Gatsby
2,354,a taxi with him I didn’t hardly know I wasn’t getting into a subway,Great Gatsby
2,355,"train. All I kept thinking about, over and over, was ‘You can’t live",Great Gatsby
2,356,forever; you can’t live forever.’ ”,Great Gatsby
2,357,She turned to Mrs. McKee and the room rang full of her artificial,Great Gatsby
2,358,laughter.,Great Gatsby
2,359,"“My dear,” she cried, “I’m going to give you this dress as soon as I’m",Great Gatsby
2,360,through with it. I’ve got to get another one tomorrow. I’m going to,Great Gatsby
2,361,"make a list of all the things I’ve got to get. A massage and a wave,",Great Gatsby
2,362,"and a collar for the dog, and one of those cute little ashtrays where",Great Gatsby
2,363,"you touch a spring, and a wreath with a black silk bow for mother’s",Great Gatsby
2,364,grave that’ll last all summer. I got to write down a list so I won’t,Great Gatsby
2,365,forget all the things I got to do.”,Great Gatsby
2,366,It was nine o’clock—almost immediately afterward I looked at my watch,Great Gatsby
2,367,and found it was ten. Mr. McKee was asleep on a chair with his fists,Great Gatsby
2,368,"clenched in his lap, like a photograph of a man of action. Taking out",Great Gatsby
2,369,my handkerchief I wiped from his cheek the spot of dried lather that,Great Gatsby
2,370,had worried me all the afternoon.,Great Gatsby
2,371,The little dog was sitting on the table looking with blind eyes,Great Gatsby
2,372,"through the smoke, and from time to time groaning faintly. People",Great Gatsby
2,373,"disappeared, reappeared, made plans to go somewhere, and then lost",Great Gatsby
2,374,"each other, searched for each other, found each other a few feet",Great Gatsby
2,375,away. Some time toward midnight Tom Buchanan and Mrs. Wilson stood,Great Gatsby
2,376,"face to face discussing, in impassioned voices, whether Mrs. Wilson",Great Gatsby
2,377,had any right to mention Daisy’s name.,Great Gatsby
2,378,“Daisy! Daisy! Daisy!” shouted Mrs. Wilson. “I’ll say it whenever I,Great Gatsby
2,379,want to! Daisy! Dai—”,Great Gatsby
2,380,"Making a short deft movement, Tom Buchanan broke her nose with his",Great Gatsby
2,381,open hand.,Great Gatsby
2,382,"Then there were bloody towels upon the bathroom floor, and women’s",Great Gatsby
2,383,"voices scolding, and high over the confusion a long broken wail of",Great Gatsby
2,384,pain. Mr. McKee awoke from his doze and started in a daze toward the,Great Gatsby
2,385,door. When he had gone halfway he turned around and stared at the,Great Gatsby
2,386,scene—his wife and Catherine scolding and consoling as they stumbled,Great Gatsby
2,387,"here and there among the crowded furniture with articles of aid, and",Great Gatsby
2,388,"the despairing figure on the couch, bleeding fluently, and trying to",Great Gatsby
2,389,spread a copy of Town Tattle over the tapestry scenes of,Great Gatsby
2,390,Versailles. Then Mr. McKee turned and continued on out the door.,Great Gatsby
2,391,"Taking my hat from the chandelier, I followed.",Great Gatsby
2,392,"“Come to lunch some day,” he suggested, as we groaned down in the",Great Gatsby
2,393,elevator.,Great Gatsby
2,394,“Where?”,Great Gatsby
2,395,“Anywhere.”,Great Gatsby
2,396,"“Keep your hands off the lever,” snapped the elevator boy.",Great Gatsby
2,397,"“I beg your pardon,” said Mr. McKee with dignity, “I didn’t know I was",Great Gatsby
2,398,touching it.”,Great Gatsby
2,399,"“All right,” I agreed, “I’ll be glad to.”",Great Gatsby
2,400,… I was standing beside his bed and he was sitting up between the,Great Gatsby
2,401,"sheets, clad in his underwear, with a great portfolio in his hands.",Great Gatsby
2,402,“Beauty and the Beast … Loneliness … Old Grocery Horse … Brook’n,Great Gatsby
2,403,Bridge …”,Great Gatsby
2,404,Then I was lying half asleep in the cold lower level of the,Great Gatsby
2,405,"Pennsylvania Station, staring at the morning Tribune, and waiting for",Great Gatsby
2,406,the four o’clock train.,Great Gatsby
3,0,There was music from my neighbour’s house through the summer nights.,Great Gatsby
3,1,In his blue gardens men and girls came and went like moths among the,Great Gatsby
3,2,whisperings and the champagne and the stars. At high tide in the,Great Gatsby
3,3,"afternoon I watched his guests diving from the tower of his raft, or",Great Gatsby
3,4,taking the sun on the hot sand of his beach while his two motorboats,Great Gatsby
3,5,"slit the waters of the Sound, drawing aquaplanes over cataracts of",Great Gatsby
3,6,"foam. On weekends his Rolls-Royce became an omnibus, bearing parties",Great Gatsby
3,7,to and from the city between nine in the morning and long past,Great Gatsby
3,8,"midnight, while his station wagon scampered like a brisk yellow bug to",Great Gatsby
3,9,"meet all trains. And on Mondays eight servants, including an extra",Great Gatsby
3,10,"gardener, toiled all day with mops and scrubbing-brushes and hammers",Great Gatsby
3,11,"and garden-shears, repairing the ravages of the night before.",Great Gatsby
3,12,Every Friday five crates of oranges and lemons arrived from a,Great Gatsby
3,13,fruiterer in New York—every Monday these same oranges and lemons left,Great Gatsby
3,14,his back door in a pyramid of pulpless halves. There was a machine in,Great Gatsby
3,15,the kitchen which could extract the juice of two hundred oranges in,Great Gatsby
3,16,half an hour if a little button was pressed two hundred times by a,Great Gatsby
3,17,butler’s thumb.,Great Gatsby
3,18,At least once a fortnight a corps of caterers came down with several,Great Gatsby
3,19,hundred feet of canvas and enough coloured lights to make a Christmas,Great Gatsby
3,20,"tree of Gatsby’s enormous garden. On buffet tables, garnished with",Great Gatsby
3,21,"glistening hors-d’oeuvre, spiced baked hams crowded against salads of",Great Gatsby
3,22,harlequin designs and pastry pigs and turkeys bewitched to a dark,Great Gatsby
3,23,"gold. In the main hall a bar with a real brass rail was set up, and",Great Gatsby
3,24,stocked with gins and liquors and with cordials so long forgotten that,Great Gatsby
3,25,most of his female guests were too young to know one from another.,Great Gatsby
3,26,"By seven o’clock the orchestra has arrived, no thin five-piece affair,",Great Gatsby
3,27,but a whole pitful of oboes and trombones and saxophones and viols and,Great Gatsby
3,28,"cornets and piccolos, and low and high drums. The last swimmers have",Great Gatsby
3,29,come in from the beach now and are dressing upstairs; the cars from,Great Gatsby
3,30,"New York are parked five deep in the drive, and already the halls and",Great Gatsby
3,31,"salons and verandas are gaudy with primary colours, and hair bobbed in",Great Gatsby
3,32,"strange new ways, and shawls beyond the dreams of Castile. The bar is",Great Gatsby
3,33,"in full swing, and floating rounds of cocktails permeate the garden",Great Gatsby
3,34,"outside, until the air is alive with chatter and laughter, and casual",Great Gatsby
3,35,"innuendo and introductions forgotten on the spot, and enthusiastic",Great Gatsby
3,36,meetings between women who never knew each other’s names.,Great Gatsby
3,37,"The lights grow brighter as the earth lurches away from the sun, and",Great Gatsby
3,38,"now the orchestra is playing yellow cocktail music, and the opera of",Great Gatsby
3,39,"voices pitches a key higher. Laughter is easier minute by minute,",Great Gatsby
3,40,"spilled with prodigality, tipped out at a cheerful word. The groups",Great Gatsby
3,41,"change more swiftly, swell with new arrivals, dissolve and form in the",Great Gatsby
3,42,"same breath; already there are wanderers, confident girls who weave",Great Gatsby
3,43,"here and there among the stouter and more stable, become for a sharp,",Great Gatsby
3,44,"joyous moment the centre of a group, and then, excited with triumph,",Great Gatsby
3,45,glide on through the sea-change of faces and voices and colour under,Great Gatsby
3,46,the constantly changing light.,Great Gatsby
3,47,"Suddenly one of these gypsies, in trembling opal, seizes a cocktail",Great Gatsby
3,48,"out of the air, dumps it down for courage and, moving her hands like",Great Gatsby
3,49,"Frisco, dances out alone on the canvas platform. A momentary hush; the",Great Gatsby
3,50,"orchestra leader varies his rhythm obligingly for her, and there is a",Great Gatsby
3,51,burst of chatter as the erroneous news goes around that she is Gilda,Great Gatsby
3,52,Gray’s understudy from the Follies. The party has begun.,Great Gatsby
3,53,I believe that on the first night I went to Gatsby’s house I was one,Great Gatsby
3,54,of the few guests who had actually been invited. People were not,Great Gatsby
3,55,invited—they went there. They got into automobiles which bore them out,Great Gatsby
3,56,"to Long Island, and somehow they ended up at Gatsby’s door. Once there",Great Gatsby
3,57,"they were introduced by somebody who knew Gatsby, and after that they",Great Gatsby
3,58,conducted themselves according to the rules of behaviour associated,Great Gatsby
3,59,with an amusement park. Sometimes they came and went without having,Great Gatsby
3,60,"met Gatsby at all, came for the party with a simplicity of heart that",Great Gatsby
3,61,was its own ticket of admission.,Great Gatsby
3,62,I had been actually invited. A chauffeur in a uniform of robin’s-egg,Great Gatsby
3,63,blue crossed my lawn early that Saturday morning with a surprisingly,Great Gatsby
3,64,"formal note from his employer: the honour would be entirely Gatsby’s,",Great Gatsby
3,65,"it said, if I would attend his “little party” that night. He had seen",Great Gatsby
3,66,"me several times, and had intended to call on me long before, but a",Great Gatsby
3,67,peculiar combination of circumstances had prevented it—signed Jay,Great Gatsby
3,68,"Gatsby, in a majestic hand.",Great Gatsby
3,69,Dressed up in white flannels I went over to his lawn a little after,Great Gatsby
3,70,"seven, and wandered around rather ill at ease among swirls and eddies",Great Gatsby
3,71,of people I didn’t know—though here and there was a face I had noticed,Great Gatsby
3,72,on the commuting train. I was immediately struck by the number of,Great Gatsby
3,73,"young Englishmen dotted about; all well dressed, all looking a little",Great Gatsby
3,74,"hungry, and all talking in low, earnest voices to solid and prosperous",Great Gatsby
3,75,Americans. I was sure that they were selling something: bonds or,Great Gatsby
3,76,insurance or automobiles. They were at least agonizingly aware of the,Great Gatsby
3,77,easy money in the vicinity and convinced that it was theirs for a few,Great Gatsby
3,78,words in the right key.,Great Gatsby
3,79,"As soon as I arrived I made an attempt to find my host, but the two or",Great Gatsby
3,80,three people of whom I asked his whereabouts stared at me in such an,Great Gatsby
3,81,"amazed way, and denied so vehemently any knowledge of his movements,",Great Gatsby
3,82,that I slunk off in the direction of the cocktail table—the only place,Great Gatsby
3,83,in the garden where a single man could linger without looking,Great Gatsby
3,84,purposeless and alone.,Great Gatsby
3,85,I was on my way to get roaring drunk from sheer embarrassment when,Great Gatsby
3,86,Jordan Baker came out of the house and stood at the head of the marble,Great Gatsby
3,87,"steps, leaning a little backward and looking with contemptuous",Great Gatsby
3,88,interest down into the garden.,Great Gatsby
3,89,"Welcome or not, I found it necessary to attach myself to someone",Great Gatsby
3,90,before I should begin to address cordial remarks to the passersby.,Great Gatsby
3,91,"“Hello!” I roared, advancing toward her. My voice seemed unnaturally",Great Gatsby
3,92,loud across the garden.,Great Gatsby
3,93,"“I thought you might be here,” she responded absently as I came up.",Great Gatsby
3,94,“I remembered you lived next door to—”,Great Gatsby
3,95,"She held my hand impersonally, as a promise that she’d take care of me",Great Gatsby
3,96,"in a minute, and gave ear to two girls in twin yellow dresses, who",Great Gatsby
3,97,stopped at the foot of the steps.,Great Gatsby
3,98,“Hello!” they cried together. “Sorry you didn’t win.”,Great Gatsby
3,99,That was for the golf tournament. She had lost in the finals the week,Great Gatsby
3,100,before.,Great Gatsby
3,101,"“You don’t know who we are,” said one of the girls in yellow, “but we",Great Gatsby
3,102,met you here about a month ago.”,Great Gatsby
3,103,"“You’ve dyed your hair since then,” remarked Jordan, and I started,",Great Gatsby
3,104,but the girls had moved casually on and her remark was addressed to,Great Gatsby
3,105,"the premature moon, produced like the supper, no doubt, out of a",Great Gatsby
3,106,"caterer’s basket. With Jordan’s slender golden arm resting in mine, we",Great Gatsby
3,107,descended the steps and sauntered about the garden. A tray of,Great Gatsby
3,108,"cocktails floated at us through the twilight, and we sat down at a",Great Gatsby
3,109,"table with the two girls in yellow and three men, each one introduced",Great Gatsby
3,110,to us as Mr. Mumble.,Great Gatsby
3,111,“Do you come to these parties often?” inquired Jordan of the girl,Great Gatsby
3,112,beside her.,Great Gatsby
3,113,"“The last one was the one I met you at,” answered the girl, in an",Great Gatsby
3,114,alert confident voice. She turned to her companion: “Wasn’t it for,Great Gatsby
3,115,"you, Lucille?”",Great Gatsby
3,116,"It was for Lucille, too.",Great Gatsby
3,117,"“I like to come,” Lucille said. “I never care what I do, so I always",Great Gatsby
3,118,"have a good time. When I was here last I tore my gown on a chair, and",Great Gatsby
3,119,he asked me my name and address—inside of a week I got a package from,Great Gatsby
3,120,Croirier’s with a new evening gown in it.”,Great Gatsby
3,121,“Did you keep it?” asked Jordan.,Great Gatsby
3,122,"“Sure I did. I was going to wear it tonight, but it was too big in the",Great Gatsby
3,123,bust and had to be altered. It was gas blue with lavender beads. Two,Great Gatsby
3,124,hundred and sixty-five dollars.”,Great Gatsby
3,125,"“There’s something funny about a fellow that’ll do a thing like that,”",Great Gatsby
3,126,said the other girl eagerly. “He doesn’t want any trouble with,Great Gatsby
3,127,anybody.”,Great Gatsby
3,128,“Who doesn’t?” I inquired.,Great Gatsby
3,129,“Gatsby. Somebody told me—”,Great Gatsby
3,130,The two girls and Jordan leaned together confidentially.,Great Gatsby
3,131,“Somebody told me they thought he killed a man once.”,Great Gatsby
3,132,A thrill passed over all of us. The three Mr. Mumbles bent forward and,Great Gatsby
3,133,listened eagerly.,Great Gatsby
3,134,"“I don’t think it’s so much that,” argued Lucille sceptically; “It’s",Great Gatsby
3,135,more that he was a German spy during the war.”,Great Gatsby
3,136,One of the men nodded in confirmation.,Great Gatsby
3,137,"“I heard that from a man who knew all about him, grew up with him in",Great Gatsby
3,138,"Germany,” he assured us positively.",Great Gatsby
3,139,"“Oh, no,” said the first girl, “it couldn’t be that, because he was in",Great Gatsby
3,140,the American army during the war.” As our credulity switched back to,Great Gatsby
3,141,her she leaned forward with enthusiasm. “You look at him sometimes,Great Gatsby
3,142,when he thinks nobody’s looking at him. I’ll bet he killed a man.”,Great Gatsby
3,143,She narrowed her eyes and shivered. Lucille shivered. We all turned,Great Gatsby
3,144,and looked around for Gatsby. It was testimony to the romantic,Great Gatsby
3,145,speculation he inspired that there were whispers about him from those,Great Gatsby
3,146,who had found little that it was necessary to whisper about in this,Great Gatsby
3,147,world.,Great Gatsby
3,148,The first supper—there would be another one after midnight—was now,Great Gatsby
3,149,"being served, and Jordan invited me to join her own party, who were",Great Gatsby
3,150,spread around a table on the other side of the garden. There were,Great Gatsby
3,151,"three married couples and Jordan’s escort, a persistent undergraduate",Great Gatsby
3,152,"given to violent innuendo, and obviously under the impression that",Great Gatsby
3,153,sooner or later Jordan was going to yield him up her person to a,Great Gatsby
3,154,"greater or lesser degree. Instead of rambling, this party had",Great Gatsby
3,155,"preserved a dignified homogeneity, and assumed to itself the function",Great Gatsby
3,156,of representing the staid nobility of the countryside—East Egg,Great Gatsby
3,157,condescending to West Egg and carefully on guard against its,Great Gatsby
3,158,spectroscopic gaiety.,Great Gatsby
3,159,"“Let’s get out,” whispered Jordan, after a somehow wasteful and",Great Gatsby
3,160,inappropriate half-hour; “this is much too polite for me.”,Great Gatsby
3,161,"We got up, and she explained that we were going to find the host: I",Great Gatsby
3,162,"had never met him, she said, and it was making me uneasy. The",Great Gatsby
3,163,"undergraduate nodded in a cynical, melancholy way.",Great Gatsby
3,164,"The bar, where we glanced first, was crowded, but Gatsby was not",Great Gatsby
3,165,"there. She couldn’t find him from the top of the steps, and he wasn’t",Great Gatsby
3,166,"on the veranda. On a chance we tried an important-looking door, and",Great Gatsby
3,167,"walked into a high Gothic library, panelled with carved English oak,",Great Gatsby
3,168,and probably transported complete from some ruin overseas.,Great Gatsby
3,169,"A stout, middle-aged man, with enormous owl-eyed spectacles, was",Great Gatsby
3,170,"sitting somewhat drunk on the edge of a great table, staring with",Great Gatsby
3,171,unsteady concentration at the shelves of books. As we entered he,Great Gatsby
3,172,wheeled excitedly around and examined Jordan from head to foot.,Great Gatsby
3,173,“What do you think?” he demanded impetuously.,Great Gatsby
3,174,“About what?”,Great Gatsby
3,175,He waved his hand toward the bookshelves.,Great Gatsby
3,176,“About that. As a matter of fact you needn’t bother to ascertain. I,Great Gatsby
3,177,ascertained. They’re real.”,Great Gatsby
3,178,“The books?”,Great Gatsby
3,179,He nodded.,Great Gatsby
3,180,“Absolutely real—have pages and everything. I thought they’d be a nice,Great Gatsby
3,181,"durable cardboard. Matter of fact, they’re absolutely real.  Pages",Great Gatsby
3,182,and—Here! Lemme show you.”,Great Gatsby
3,183,"Taking our scepticism for granted, he rushed to the bookcases and",Great Gatsby
3,184,returned with Volume One of the Stoddard Lectures.,Great Gatsby
3,185,“See!” he cried triumphantly. “It’s a bona-fide piece of printed,Great Gatsby
3,186,matter. It fooled me. This fella’s a regular Belasco. It’s a,Great Gatsby
3,187,"triumph. What thoroughness! What realism! Knew when to stop,",Great Gatsby
3,188,too—didn’t cut the pages. But what do you want? What do you expect?”,Great Gatsby
3,189,"He snatched the book from me and replaced it hastily on its shelf,",Great Gatsby
3,190,muttering that if one brick was removed the whole library was liable,Great Gatsby
3,191,to collapse.,Great Gatsby
3,192,“Who brought you?” he demanded. “Or did you just come? I was brought.,Great Gatsby
3,193,Most people were brought.”,Great Gatsby
3,194,"Jordan looked at him alertly, cheerfully, without answering.",Great Gatsby
3,195,"“I was brought by a woman named Roosevelt,” he continued. “Mrs. Claud",Great Gatsby
3,196,Roosevelt. Do you know her? I met her somewhere last night. I’ve been,Great Gatsby
3,197,"drunk for about a week now, and I thought it might sober me up to sit",Great Gatsby
3,198,in a library.”,Great Gatsby
3,199,“Has it?”,Great Gatsby
3,200,"“A little bit, I think. I can’t tell yet. I’ve only been here an hour.",Great Gatsby
3,201,Did I tell you about the books? They’re real. They’re—”,Great Gatsby
3,202,“You told us.”,Great Gatsby
3,203,We shook hands with him gravely and went back outdoors.,Great Gatsby
3,204,There was dancing now on the canvas in the garden; old men pushing,Great Gatsby
3,205,"young girls backward in eternal graceless circles, superior couples",Great Gatsby
3,206,"holding each other tortuously, fashionably, and keeping in the",Great Gatsby
3,207,corners—and a great number of single girls dancing individually or,Great Gatsby
3,208,relieving the orchestra for a moment of the burden of the banjo or the,Great Gatsby
3,209,traps. By midnight the hilarity had increased. A celebrated tenor had,Great Gatsby
3,210,"sung in Italian, and a notorious contralto had sung in jazz, and",Great Gatsby
3,211,"between the numbers people were doing “stunts” all over the garden,",Great Gatsby
3,212,"while happy, vacuous bursts of laughter rose toward the summer sky. A",Great Gatsby
3,213,"pair of stage twins, who turned out to be the girls in yellow, did a",Great Gatsby
3,214,"baby act in costume, and champagne was served in glasses bigger than",Great Gatsby
3,215,"finger-bowls. The moon had risen higher, and floating in the Sound was",Great Gatsby
3,216,"a triangle of silver scales, trembling a little to the stiff, tinny",Great Gatsby
3,217,drip of the banjoes on the lawn.,Great Gatsby
3,218,I was still with Jordan Baker. We were sitting at a table with a man,Great Gatsby
3,219,"of about my age and a rowdy little girl, who gave way upon the",Great Gatsby
3,220,slightest provocation to uncontrollable laughter. I was enjoying,Great Gatsby
3,221,"myself now. I had taken two finger-bowls of champagne, and the scene",Great Gatsby
3,222,"had changed before my eyes into something significant, elemental, and",Great Gatsby
3,223,profound.,Great Gatsby
3,224,At a lull in the entertainment the man looked at me and smiled.,Great Gatsby
3,225,"“Your face is familiar,” he said politely. “Weren’t you in the First",Great Gatsby
3,226,Division during the war?”,Great Gatsby
3,227,“Why yes. I was in the Twenty-eighth Infantry.”,Great Gatsby
3,228,“I was in the Sixteenth until June nineteen-eighteen. I knew I’d seen,Great Gatsby
3,229,you somewhere before.”,Great Gatsby
3,230,"We talked for a moment about some wet, grey little villages in France.",Great Gatsby
3,231,"Evidently he lived in this vicinity, for he told me that he had just",Great Gatsby
3,232,"bought a hydroplane, and was going to try it out in the morning.",Great Gatsby
3,233,"“Want to go with me, old sport? Just near the shore along the Sound.”",Great Gatsby
3,234,“What time?”,Great Gatsby
3,235,“Any time that suits you best.”,Great Gatsby
3,236,It was on the tip of my tongue to ask his name when Jordan looked,Great Gatsby
3,237,around and smiled.,Great Gatsby
3,238,“Having a gay time now?” she inquired.,Great Gatsby
3,239,“Much better.” I turned again to my new acquaintance. “This is an,Great Gatsby
3,240,unusual party for me. I haven’t even seen the host. I live over,Great Gatsby
3,241,"there—” I waved my hand at the invisible hedge in the distance, “and",Great Gatsby
3,242,this man Gatsby sent over his chauffeur with an invitation.”,Great Gatsby
3,243,For a moment he looked at me as if he failed to understand.,Great Gatsby
3,244,"“I’m Gatsby,” he said suddenly.",Great Gatsby
3,245,"“What!” I exclaimed. “Oh, I beg your pardon.”",Great Gatsby
3,246,"“I thought you knew, old sport. I’m afraid I’m not a very good host.”",Great Gatsby
3,247,He smiled understandingly—much more than understandingly. It was one,Great Gatsby
3,248,"of those rare smiles with a quality of eternal reassurance in it, that",Great Gatsby
3,249,you may come across four or five times in life. It faced—or seemed to,Great Gatsby
3,250,"face—the whole eternal world for an instant, and then concentrated on",Great Gatsby
3,251,you with an irresistible prejudice in your favour. It understood you,Great Gatsby
3,252,"just so far as you wanted to be understood, believed in you as you",Great Gatsby
3,253,"would like to believe in yourself, and assured you that it had",Great Gatsby
3,254,"precisely the impression of you that, at your best, you hoped to",Great Gatsby
3,255,convey. Precisely at that point it vanished—and I was looking at an,Great Gatsby
3,256,"elegant young roughneck, a year or two over thirty, whose elaborate",Great Gatsby
3,257,formality of speech just missed being absurd. Some time before he,Great Gatsby
3,258,introduced himself I’d got a strong impression that he was picking his,Great Gatsby
3,259,words with care.,Great Gatsby
3,260,Almost at the moment when Mr. Gatsby identified himself a butler,Great Gatsby
3,261,hurried toward him with the information that Chicago was calling him,Great Gatsby
3,262,on the wire. He excused himself with a small bow that included each of,Great Gatsby
3,263,us in turn.,Great Gatsby
3,264,"“If you want anything just ask for it, old sport,” he urged me.",Great Gatsby
3,265,“Excuse me. I will rejoin you later.”,Great Gatsby
