,term_str,pos_max,count,n,num,stop,stem_porter,stem_snowball,stem_lancaster
1454,die,VB,1,1,0,0,die,die,die
1455,died,VBD,5,8,0,0,die,die,died
1456,difference,NN,5,5,0,0,differ,differ,diff
1457,different,JJ,3,3,0,0,differ,differ,diff
1458,differentif,VBG,1,1,0,0,differentif,differentif,diff
1459,difficult,JJ,1,1,0,0,difficult,difficult,difficult
1460,difficulty,NN,3,3,0,0,difficulti,difficulti,difficul
1461,dignified,JJ,3,4,0,0,dignifi,dignifi,dign
1462,dignity,NN,1,1,0,0,digniti,digniti,dign
1463,dilatory,NN,2,2,0,0,dilatori,dilatori,dil
1464,dim,NN,6,8,0,0,dim,dim,dim
1465,diminished,VBN,2,2,0,0,diminish,diminish,dimin
1466,dimly,NNP,1,2,0,0,dimli,dim,dim
1467,dimmed,VBD,1,1,0,0,dim,dim,dim
1468,din,NN,1,2,0,0,din,din,din
1469,dined,VBN,1,1,0,0,dine,dine,din
1470,diningroom,NN,2,2,0,0,diningroom,diningroom,diningroom
1471,dinner,NN,10,11,0,0,dinner,dinner,din
1472,dinneri,NN,1,1,0,0,dinneri,dinneri,dinner
1473,dinneryoung,NN,1,1,0,0,dinneryoung,dinneryoung,dinneryoung
1474,dipped,VBD,1,1,0,0,dip,dip,dip
1475,direction,NN,4,4,0,0,direct,direct,direct
1476,directly,RB,2,2,0,0,directli,direct,direct
1477,director,NN,2,2,0,0,director,director,direct
1478,dirty,NN,1,2,0,0,dirti,dirti,dirty
1479,disadvantage,NN,1,1,0,0,disadvantag,disadvantag,disadv
1480,disappeared,VBD,4,7,0,0,disappear,disappear,disappear
1481,disappearing,VBG,1,1,0,0,disappear,disappear,disappear
1482,disappointed,JJ,2,2,0,0,disappoint,disappoint,disappoint
1483,disappointment,NN,2,2,0,0,disappoint,disappoint,disappoint
1484,disapproval,NN,1,1,0,0,disapprov,disapprov,disapprov
1485,disapprove,VB,1,1,0,0,disapprov,disapprov,disapprov
1486,disapproved,VBD,1,1,0,0,disapprov,disapprov,disapprov
1487,disapproving,JJ,1,1,0,0,disapprov,disapprov,disapprov
1488,disarray,NN,1,1,0,0,disarray,disarray,disarray
1489,discarded,VBD,1,1,0,0,discard,discard,discard
1490,disconcerting,VBG,1,1,0,0,disconcert,disconcert,disconcert
1491,discontented,JJ,1,1,0,0,discont,discont,discont
1492,discordant,JJ,1,1,0,0,discord,discord,discord
1493,discovered,VBN,3,5,0,0,discov,discov,discov
1494,discovery,NN,1,1,0,0,discoveri,discoveri,discovery
1495,discreet,NN,1,1,0,0,discreet,discreet,discreet
1496,discreetly,RB,2,2,0,0,discreetli,discreet,discreet
1497,discuss,NN,1,2,0,0,discuss,discuss,discuss
1498,discussing,NN,1,1,0,0,discuss,discuss,discuss
1499,disdain,NN,1,1,0,0,disdain,disdain,disdain
1500,disembodied,JJ,1,1,0,0,disembodi,disembodi,disembody
1501,disgusted,JJ,1,1,0,0,disgust,disgust,disgust
1502,dishevelled,VBN,1,1,0,0,dishevel,dishevel,dishevel
1503,dishonest,JJS,1,1,0,0,dishonest,dishonest,dishonest
1504,dishonesty,NNP,1,1,0,0,dishonesti,dishonesti,dishonesty
1505,disintegrating,VBG,1,1,0,0,disintegr,disintegr,disintegr
1506,dislike,NN,1,1,0,0,dislik,dislik,dislik
1507,disliked,VBD,1,1,0,0,dislik,dislik,dislik
1508,dismal,JJ,1,1,0,0,dismal,dismal,dism
1509,dismally,RB,1,1,0,0,dismal,dismal,dism
1510,dismayed,VBN,1,2,0,0,dismay,dismay,dismay
1511,dismissed,VBD,1,2,0,0,dismiss,dismiss,dismiss
1512,dismounted,VBN,1,1,0,0,dismount,dismount,dismount
1513,disordered,VBN,1,1,0,0,disord,disord,disord
1514,dispensed,VBD,1,1,0,0,dispens,dispens,dispens
1515,disposed,VBD,1,1,0,0,dispos,dispos,dispos
1516,dispute,NN,1,1,0,0,disput,disput,disput
1517,disquieting,VBG,2,2,0,0,disquiet,disquiet,disquiet
1518,dissension,NN,1,1,0,0,dissens,dissens,dissend
1519,dissimilarity,NN,1,1,0,0,dissimilar,dissimilar,dissimil
1520,dissolve,NN,1,1,0,0,dissolv,dissolv,dissolv
1521,dissolving,VBG,1,1,0,0,dissolv,dissolv,dissolv
1522,distance,NN,5,6,0,0,distanc,distanc,dist
1523,distaste,NN,1,1,0,0,distast,distast,distast
1524,distasteful,JJ,1,1,0,0,distast,distast,distast
1525,distinguished,VBN,1,2,0,0,distinguish,distinguish,distinct
1526,distorted,VBD,2,2,0,0,distort,distort,distort
1527,distortion,NN,1,1,0,0,distort,distort,distort
1528,distract,VB,1,1,0,0,distract,distract,distract
1529,distraught,NN,1,1,0,0,distraught,distraught,distraught
1530,district,NN,1,1,0,0,district,district,district
1531,disturb,VB,1,1,0,0,disturb,disturb,disturb
1532,disturbed,VBN,1,1,0,0,disturb,disturb,disturb
1533,ditch,NN,2,2,0,0,ditch,ditch,ditch
1534,divan,NN,1,1,0,0,divan,divan,div
1535,divergence,NN,1,1,0,0,diverg,diverg,diverg
1536,divine,NN,1,1,0,0,divin,divin,divin
1537,diving,VBG,1,1,0,0,dive,dive,div
1538,division,NN,1,1,0,0,divis,divis,divid
1539,divisional,JJ,1,1,0,0,division,division,divid
1540,divisions,NNS,1,1,0,0,divis,divis,divid
1541,divorce,NN,2,2,0,0,divorc,divorc,divorc
1542,divorced,VBD,1,1,0,0,divorc,divorc,divorc
1543,divot,NN,1,1,0,0,divot,divot,divot
1544,dizzy,NN,1,1,0,0,dizzi,dizzi,dizzy
1545,do,VBP,44,83,0,1,do,do,do
1546,doc,NNP,2,2,0,0,doc,doc,doc
1547,dock,NN,4,4,0,0,dock,dock,dock
1548,doctor,NNP,9,10,0,0,doctor,doctor,doct
1549,dodge,NNP,1,1,0,0,dodg,dodg,dodg
1550,does,VBZ,10,10,0,1,doe,doe,doe
1551,doesn,VBZ,7,18,0,1,doesn,doesn,doesn
1552,dog,NN,15,16,0,0,dog,dog,dog
1553,dogat,NN,1,1,0,0,dogat,dogat,dog
1554,dogdays,JJ,1,1,0,0,dogday,dogday,dogday
1555,dogleash,NN,2,2,0,0,dogleash,dogleash,dogleash
1556,dogs,NNS,3,3,0,0,dog,dog,dog
1557,doing,VBG,10,11,0,1,do,do,doing
1558,doingand,NN,1,1,0,0,doingand,doingand,doingand
1559,doings,NNS,1,1,0,0,do,do,doing
1560,doll,NN,1,1,0,0,doll,doll,dol
1561,dollar,NNP,1,1,0,0,dollar,dollar,doll
1562,dollars,NNS,7,7,0,0,dollar,dollar,doll
1563,domesticated,VBN,1,1,0,0,domest,domest,domest
1564,dominance,NN,1,1,0,0,domin,domin,domin
1565,dominant,JJ,1,1,0,0,domin,domin,domin
1566,don,VBP,57,98,0,1,don,don,don
1567,donavan,NNP,1,1,0,0,donavan,donavan,donav
1568,doncaster,NNP,1,1,0,0,doncast,doncast,doncast
1569,done,VBN,7,8,0,0,done,done,don
1570,door,NN,68,68,0,0,door,door,door
1571,doorposts,NNS,1,1,0,0,doorpost,doorpost,doorpost
1572,doors,NNS,3,3,0,0,door,door,door
1573,doorway,NN,2,3,0,0,doorway,doorway,doorway
1574,dotted,VBD,1,1,0,0,dot,dot,dot
1575,double,JJ,1,1,0,0,doubl,doubl,doubl
1576,doubt,NN,4,5,0,0,doubt,doubt,doubt
1577,doubted,VBD,1,1,0,0,doubt,doubt,doubt
1578,doubtfully,RB,3,3,0,0,doubt,doubt,doubt
1579,doubtless,NNP,1,1,0,0,doubtless,doubtless,doubtless
1580,down,RP,59,118,0,1,down,down,down
1581,downstairs,NNS,6,6,0,0,downstair,downstair,downstair
1582,doze,NN,1,1,0,0,doze,doze,doz
1583,dozen,NN,18,18,0,0,dozen,dozen,doz
1584,dragging,VBG,1,1,0,0,drag,drag,drag
1585,drain,NN,1,2,0,0,drain,drain,drain
1586,dramatic,JJ,1,1,0,0,dramat,dramat,dram
1587,drank,VBD,2,5,0,0,drank,drank,drank
1588,draw,VB,2,2,0,0,draw,draw,draw
1589,drawbridge,NN,1,1,0,0,drawbridg,drawbridg,drawbridg
1590,drawer,NN,3,3,0,0,drawer,drawer,draw
1591,drawerthat,VBZ,1,1,0,0,drawerthat,drawerthat,drawerth
1592,drawing,VBG,3,3,0,0,draw,draw,draw
1593,drawingroom,NN,4,4,0,0,drawingroom,drawingroom,drawingroom
1594,drawn,VBN,5,6,0,0,drawn,drawn,drawn
1595,draws,VBZ,1,1,0,0,draw,draw,draw
1596,dread,NN,1,1,0,0,dread,dread,dread
1597,dream,NN,5,6,0,0,dream,dream,dream
1598,dreamed,VBD,1,1,0,0,dream,dream,dream
1599,dreams,NNS,6,7,0,0,dream,dream,dream
1600,dreamsnot,NN,1,1,0,0,dreamsnot,dreamsnot,dreamsnot
1601,dress,NN,15,15,0,0,dress,dress,dress
1602,dressand,NN,1,1,0,0,dressand,dressand,dressand
1603,dressed,VBN,5,5,0,0,dress,dress,dress
1604,dresser,NN,1,1,0,0,dresser,dresser,dress
1605,dresses,NNS,6,6,0,0,dress,dress,dress
1606,dressi,VB,1,1,0,0,dressi,dressi,dress
1607,dressing,VBG,1,1,0,0,dress,dress,dress
1608,dressinggowns,NNS,1,1,0,0,dressinggown,dressinggown,dressinggown
1609,dressingroom,JJ,1,1,0,0,dressingroom,dressingroom,dressingroom
1610,dressingrooms,NNS,1,1,0,0,dressingroom,dressingroom,dressingroom
1611,drew,VBD,8,9,0,0,drew,drew,drew
1612,dried,JJ,1,1,0,0,dri,dri,dri
1613,drift,VBP,1,3,0,0,drift,drift,drift
1614,drifted,VBD,4,5,0,0,drift,drift,drift
1615,drifting,VBG,3,3,0,0,drift,drift,drift
1616,drill,NN,1,1,0,0,drill,drill,dril
1617,drink,NN,8,12,0,0,drink,drink,drink
1618,drinking,NN,1,2,0,0,drink,drink,drink
1619,drip,NN,1,1,0,0,drip,drip,drip
1620,dripping,VBG,1,1,0,0,drip,drip,drip
1621,drive,NN,16,20,0,0,drive,drive,driv
1622,driveand,VB,1,1,0,0,driveand,driveand,driveand
1623,driven,VBN,2,2,0,0,driven,driven,driv
1624,driver,NN,7,7,0,0,driver,driver,driv
1625,drivers,NNS,1,1,0,0,driver,driver,driv
1626,driving,VBG,8,9,0,0,drive,drive,driv
1627,drivingnext,NN,1,1,0,0,drivingnext,drivingnext,drivingnext
1628,drizzle,NN,2,2,0,0,drizzl,drizzl,drizzl
1629,drop,NN,3,4,0,0,drop,drop,drop
1630,dropped,VBD,5,7,0,0,drop,drop,drop
1631,dropping,VBG,1,1,0,0,drop,drop,drop
1632,drops,NNS,2,2,0,0,drop,drop,drop
1633,drove,VBD,12,15,0,0,drove,drove,drov
1634,drowned,VBN,1,2,0,0,drown,drown,drown
1635,drowsiness,NN,1,1,0,0,drowsi,drowsi,drowsy
1636,drowsing,VBG,1,1,0,0,drows,drows,drows
1637,drug,NN,1,1,0,0,drug,drug,drug
1638,drugstore,NN,4,5,0,0,drugstor,drugstor,drugst
1639,drugstores,NNS,4,4,0,0,drugstor,drugstor,drugst
1640,drum,NN,1,1,0,0,drum,drum,drum
1641,drums,NNS,2,2,0,0,drum,drum,drum
1642,drunk,NN,5,9,0,0,drunk,drunk,drunk
1643,drunken,JJ,1,1,0,0,drunken,drunken,drunk
1644,dry,JJ,2,3,0,0,dri,dri,dry
1645,duck,NN,2,2,0,0,duck,duck,duck
1646,duckweed,NNP,1,1,0,0,duckwe,duckwe,duckwee
1647,due,JJ,2,2,0,0,due,due,due
1648,duke,NNP,1,1,0,0,duke,duke,duk
1649,dukes,NNP,1,1,0,0,duke,duke,duk
1650,dull,JJ,2,3,0,0,dull,dull,dul
1651,duluth,NNP,1,1,0,0,duluth,duluth,dulu
1652,dumb,JJ,2,3,0,0,dumb,dumb,dumb
1653,dumbell,NNP,1,1,0,0,dumbel,dumbel,dumbel
1654,dumping,NN,1,1,0,0,dump,dump,dump
1655,dumps,VB,1,1,0,0,dump,dump,dump
1656,durable,JJ,1,1,0,0,durabl,durabl,dur
1657,during,IN,8,8,0,1,dure,dure,dur
1658,dusk,NN,4,4,0,0,dusk,dusk,dusk
1659,dust,NN,9,9,0,0,dust,dust,dust
1660,dustcovered,JJ,1,1,0,0,dustcov,dustcov,dustcov
1661,duster,NN,2,2,0,0,duster,duster,dust
1662,dusty,NN,1,1,0,0,dusti,dusti,dusty
1663,dutch,JJ,1,1,0,0,dutch,dutch,dutch
1664,dwellings,NNS,1,1,0,0,dwell,dwell,dwel
1665,dyed,FW,1,1,0,0,dy,dy,dyed
1666,dying,VBG,1,1,0,0,die,die,dying
1667,début,NN,1,1,0,0,début,début,début
1668,each,DT,33,33,0,1,each,each,each
1669,eager,NN,1,2,0,0,eager,eager,eag
1670,eagerly,RB,9,9,0,0,eagerli,eager,eag
1671,eagerness,NN,2,2,0,0,eager,eager,eag
1672,ear,NN,8,9,0,0,ear,ear,ear
1673,earl,NNP,2,2,0,0,earl,earl,earl
1674,early,RB,5,6,0,0,earli,earli,ear
1675,earn,VB,1,1,0,0,earn,earn,earn
1676,earnest,JJ,1,1,0,0,earnest,earnest,earnest
1677,earnestly,RB,3,3,0,0,earnestli,earnest,earnest
1678,earnestness,VB,1,1,0,0,earnest,earnest,earnest
1679,ears,NNS,1,1,0,0,ear,ear,ear
1680,earth,NN,4,4,0,0,earth,earth,ear
1681,earthquakes,NNS,1,1,0,0,earthquak,earthquak,earthquak
1682,ease,NN,2,3,0,0,eas,eas,eas
1683,easier,JJR,1,2,0,0,easier,easier,easy
1684,east,NNP,21,22,0,0,east,east,east
1685,eastern,JJ,1,2,0,0,eastern,eastern,eastern
1686,eastward,RB,1,1,0,0,eastward,eastward,eastward
1687,easy,NN,1,2,0,0,easi,easi,easy
1688,easygoing,VBG,1,1,0,0,easygo,easygo,easygo
1689,eat,NN,5,9,0,0,eat,eat,eat
1690,eberhardt,NNP,1,1,0,0,eberhardt,eberhardt,eberhardt
1691,echoed,VBD,1,1,0,0,echo,echo,echo
1692,echoes,NNS,1,1,0,0,echo,echo,echo
1693,echoing,VBG,1,1,0,0,echo,echo,echo
1694,echolalia,NN,1,1,0,0,echolalia,echolalia,echolal
1695,eckhaust,NNP,1,1,0,0,eckhaust,eckhaust,eckhaust
1696,eckleburg,NNP,7,7,0,0,eckleburg,eckleburg,eckleburg
1697,economics,NNP,1,1,0,0,econom,econom,econom
1698,ecstasy,JJ,1,1,0,0,ecstasi,ecstasi,ecstasy
1699,ecstatic,JJ,3,3,0,0,ecstat,ecstat,ecst
1700,ecstatically,RB,1,1,0,0,ecstat,ecstat,ecst
1701,ectoplasm,NN,1,1,0,0,ectoplasm,ectoplasm,ectoplasm
1702,ed,NNP,1,1,0,0,ed,ed,ed
1703,eddies,NNS,1,1,0,0,eddi,eddi,eddy
1704,edgar,NNP,2,2,0,0,edgar,edgar,edg
1705,edge,NN,7,7,0,0,edg,edg,edg
1706,editorials,NNS,1,1,0,0,editori,editori,edit
1707,educated,VBN,2,3,0,0,educ,educ,educ
1708,education,NN,1,1,0,0,educ,educ,educ
1709,effect,NN,3,3,0,0,effect,effect,effect
1710,effectually,RB,1,1,0,0,effectu,effectu,effect
1711,effeminate,NN,1,1,0,0,effemin,effemin,effemin
1712,effort,NN,13,13,0,0,effort,effort,effort
1713,efforts,NNS,1,1,0,0,effort,effort,effort
1714,egg,NNP,25,33,0,0,egg,egg,eg
1715,eggers,NNS,1,1,0,0,egger,egger,eg
1716,eggs,NNS,1,1,0,0,egg,egg,eg
1717,egotism,NN,1,1,0,0,egot,egot,egot
1718,eight,CD,4,4,0,0,eight,eight,eight
1719,eighteen,JJ,2,2,0,0,eighteen,eighteen,eighteen
1720,eighty,JJ,1,2,0,0,eighti,eighti,eighty
1721,either,DT,6,11,0,0,either,either,eith
1722,eitheruntil,NN,1,1,0,0,eitheruntil,eitheruntil,eitheruntil
1723,ejaculated,VBD,1,1,0,0,ejacul,ejacul,ejac
1724,el,NNP,1,1,0,0,el,el,el
1725,elaborate,JJ,3,5,0,0,elabor,elabor,elab
1726,elaborateness,NN,1,1,0,0,elabor,elabor,elab
1727,elations,NNS,1,1,0,0,elat,elat,el
1728,elbow,NN,3,3,0,0,elbow,elbow,elbow
1729,elderly,JJ,1,1,0,0,elderli,elder,eld
1730,electric,JJ,3,3,0,0,electr,electr,elect
1731,electricity,NN,1,1,0,0,electr,electr,elect
1732,electrocuted,VBN,1,1,0,0,electrocut,electrocut,electrocut
1733,elegant,JJ,2,2,0,0,eleg,eleg,eleg
1734,elemental,JJ,1,1,0,0,element,element,el
1735,elevated,JJ,3,3,0,0,elev,elev,elev
1736,elevator,NN,5,5,0,0,elev,elev,elev
1737,eleven,JJ,1,2,0,0,eleven,eleven,elev
1738,elicited,VBN,1,2,0,0,elicit,elicit,elicit
1739,ella,NNP,3,3,0,0,ella,ella,ell
1740,elocution,NN,1,1,0,0,elocut,elocut,elocut
1741,elongating,NN,1,1,0,0,elong,elong,elong
1742,else,RB,7,7,0,0,els,els,els
1743,elsewhere,RB,1,1,0,0,elsewher,elsewher,elsewh
1744,eluded,VBD,2,3,0,0,elud,elud,elud
1745,eludes,VBZ,1,1,0,0,elud,elud,elud
1746,eluding,VBG,1,1,0,0,elud,elud,elud
1747,elusive,JJ,1,1,0,0,elus,elus,elud
1748,em,NN,2,4,0,0,em,em,em
1749,embarrassed,VBN,3,4,0,0,embarrass,embarrass,embarrass
1750,embarrassment,NN,5,5,0,0,embarrass,embarrass,embarrass
1751,embrace,NN,1,1,0,0,embrac,embrac,embrac
1752,embroidered,JJ,1,1,0,0,embroid,embroid,embroid
1753,emerged,VBD,3,5,0,0,emerg,emerg,emerg
1754,emergency,NN,1,1,0,0,emerg,emerg,emerg
1755,emotion,NN,5,5,0,0,emot,emot,emot
1756,emotions,NNS,3,3,0,0,emot,emot,emot
1757,empires,NNS,1,1,0,0,empir,empir,empir
1758,employed,VBN,1,1,0,0,employ,employ,employ
1759,employer,NN,1,1,0,0,employ,employ,employ
1760,emptiness,NN,1,1,0,0,empti,empti,empty
1761,empty,JJ,4,4,0,0,empti,empti,empty
1762,enchanted,JJ,3,5,0,0,enchant,enchant,ench
1763,enchanting,VBG,1,1,0,0,enchant,enchant,ench
1764,encounter,NN,1,1,0,0,encount,encount,encount
1765,end,NN,19,20,0,0,end,end,end
1766,endbut,VB,1,1,0,0,endbut,endbut,endbut
1767,ended,VBD,2,4,0,0,end,end,end
1768,endive,NNP,1,1,0,0,endiv,endiv,end
1769,endless,NN,1,1,0,0,endless,endless,endless
1770,endlessly,RB,1,1,0,0,endlessli,endless,endless
1771,endowing,VBG,1,1,0,0,endow,endow,endow
1772,ends,NNS,2,2,0,0,end,end,end
1773,endure,VB,2,2,0,0,endur,endur,end
1774,endured,VBD,1,1,0,0,endur,endur,end
1775,engaged,VBN,7,7,0,0,engag,engag,eng
1776,engaging,VBG,1,1,0,0,engag,engag,eng
1777,england,NNP,4,4,0,0,england,england,england
1778,english,NNP,1,1,0,0,english,english,engl
1779,englishmen,NNP,1,1,0,0,englishmen,englishmen,englishm
1780,engrossed,VBN,2,2,0,0,engross,engross,engross
1781,enjoined,VBD,1,1,0,0,enjoin,enjoin,enjoin
1782,enjoy,VB,1,1,0,0,enjoy,enjoy,enjoy
1783,enjoyed,VBN,3,5,0,0,enjoy,enjoy,enjoy
1784,enjoying,VBG,1,1,0,0,enjoy,enjoy,enjoy
1785,enlargement,NN,1,1,0,0,enlarg,enlarg,enlarg
1786,enormous,JJ,11,11,0,0,enorm,enorm,enorm
1787,enormously,RB,1,1,0,0,enorm,enorm,enorm
1788,enough,RB,12,15,0,0,enough,enough,enough
1789,entangled,VBN,1,1,0,0,entangl,entangl,entangl
1790,enter,VB,2,3,0,0,enter,enter,ent
1791,entered,VBD,3,4,0,0,enter,enter,ent
1792,entering,VBG,1,1,0,0,enter,enter,ent
1793,entertain,VB,1,1,0,0,entertain,entertain,entertain
1794,entertained,VBN,1,1,0,0,entertain,entertain,entertain
1795,entertainment,NN,1,1,0,0,entertain,entertain,entertain
1796,enthusiasm,NN,3,3,0,0,enthusiasm,enthusiasm,enthusiasm
1797,enthusiastic,JJ,1,1,0,0,enthusiast,enthusiast,enthusiast
1798,enthusiastically,RB,3,3,0,0,enthusiast,enthusiast,enthusiast
1799,entirely,RB,4,4,0,0,entir,entir,entir
1800,entrance,NN,1,1,0,0,entranc,entranc,ent
1801,entry,NN,1,1,0,0,entri,entri,entry
1802,epigramlife,NN,1,1,0,0,epigramlif,epigramlif,epigraml
1803,erased,VBD,1,1,0,0,eras,eras,eras
1804,erect,JJ,1,1,0,0,erect,erect,erect
1805,ernest,NNP,1,1,0,0,ernest,ernest,ernest
1806,erroneous,JJ,1,1,0,0,erron,erron,erron
1807,escort,NN,1,1,0,0,escort,escort,escort
1808,especially,RB,1,1,0,0,especi,especi,espec
1809,established,VBN,1,2,0,0,establish,establish,est
1810,establishment,NN,1,1,0,0,establish,establish,est
1811,estate,NN,1,1,0,0,estat,estat,est
1812,et,VBP,1,1,0,0,et,et,et
1813,etc,NN,1,2,0,0,etc,etc,etc
1814,eternal,JJ,4,4,0,0,etern,etern,etern
1815,ether,NN,1,1,0,0,ether,ether,eth
1816,etty,NNP,1,1,0,0,etti,etti,etty
1817,euphemisms,NNS,1,1,0,0,euphem,euphem,euphem
1818,europe,NNP,3,3,0,0,europ,europ,europ
1819,europeparis,NNP,1,1,0,0,europepari,europepari,europep
1820,evasions,NNS,1,1,0,0,evas,evas,evas
1821,even,RB,43,43,0,0,even,even,ev
1822,evening,NN,15,18,0,0,even,even,ev
1823,eveningdress,NN,1,2,0,0,eveningdress,eveningdress,eveningdress
1824,event,NN,1,1,0,0,event,event,ev
1825,events,NNS,2,2,0,0,event,event,ev
1826,eventually,RB,1,1,0,0,eventu,eventu,ev
1827,ever,RB,27,28,0,0,ever,ever,ev
1828,every,DT,27,27,0,0,everi,everi,every
1829,everybody,NN,9,10,0,0,everybodi,everybodi,everybody
1830,everyone,NN,10,10,0,0,everyon,everyon,everyon
1831,everything,NN,25,25,0,0,everyth,everyth,everyth
1832,everywhere,RB,2,2,0,0,everywher,everywher,everywh
1833,evidently,RB,8,8,0,0,evid,evid,evid
1834,evoked,VBD,1,1,0,0,evok,evok,evok
1835,ewing,NN,1,2,0,0,ewe,ewe,ew
1836,exact,VB,1,1,0,0,exact,exact,exact
1837,exactly,RB,3,3,0,0,exactli,exact,exact
1838,exalted,VBN,1,1,0,0,exalt,exalt,exalt
1839,examined,VBD,2,2,0,0,examin,examin,examin
1840,examining,VBG,2,2,0,0,examin,examin,examin
1841,exasperated,JJ,1,1,0,0,exasper,exasper,exasp
1842,excellence,NN,1,2,0,0,excel,excel,excel
1843,except,IN,15,15,0,0,except,except,exceiv
1844,excepting,VBG,1,1,0,0,except,except,exceiv
1845,exchanged,VBD,2,2,0,0,exchang,exchang,exchang
1846,exchanging,VBG,1,1,0,0,exchang,exchang,exchang
1847,excite,VBP,1,1,0,0,excit,excit,excit
1848,excited,VBD,4,7,0,0,excit,excit,excit
1849,excitedly,RB,5,5,0,0,excitedli,excit,excit
1850,excitement,NN,7,7,0,0,excit,excit,excit
1851,exciting,VBG,2,3,0,0,excit,excit,excit
1852,excitingly,RB,1,1,0,0,excitingli,excit,excit
1853,exclaimed,VBD,7,9,0,0,exclaim,exclaim,exclaim
1854,exclamation,NN,1,1,0,0,exclam,exclam,exclam
1855,excursions,NNS,1,1,0,0,excurs,excurs,excurs
1856,excuse,NN,2,5,0,0,excus,excus,excus
1857,excused,VBN,1,2,0,0,excus,excus,excus
1858,exempt,NN,1,1,0,0,exempt,exempt,exempt
1859,exercise,NN,2,2,0,0,exercis,exercis,exerc
1860,exercises,NNS,1,1,0,0,exercis,exercis,exerc
1861,exhibition,NN,1,1,0,0,exhibit,exhibit,exhibit
1862,exhilarating,VBG,1,1,0,0,exhilar,exhilar,exhil
1863,existence,NN,1,1,0,0,exist,exist,ex
1864,expanded,VBD,1,1,0,0,expand,expand,expand
1865,expanse,NN,1,1,0,0,expans,expans,expans
1866,expect,VBP,1,2,0,0,expect,expect,expect
1867,expectantly,RB,2,2,0,0,expectantli,expect,expect
1868,expected,VBD,4,5,0,0,expect,expect,expect
1869,expects,VBZ,1,1,0,0,expect,expect,expect
1870,expended,VBN,1,1,0,0,expend,expend,expend
1871,expensive,JJ,1,1,0,0,expens,expens,expend
1872,experience,NN,1,1,0,0,experi,experi,expery
1873,experienced,VBN,1,1,0,0,experienc,experienc,expery
1874,explain,VB,1,1,0,0,explain,explain,explain
1875,explained,VBD,13,14,0,0,explain,explain,explain
1876,explanations,NNS,2,2,0,0,explan,explan,expl
1877,explicable,JJ,1,1,0,0,explic,explic,expl
1878,exploded,VBD,2,2,0,0,explod,explod,explod
1879,exploding,VBG,1,1,0,0,explod,explod,explod
1880,expostulation,NN,1,1,0,0,expostul,expostul,expost
1881,express,VB,1,2,0,0,express,express,express
1882,expression,NN,15,15,0,0,express,express,express
1883,expressionthen,NN,1,1,0,0,expressionthen,expressionthen,expressionth
1884,expressive,JJ,1,1,0,0,express,express,express
1885,extemporizing,NN,1,1,0,0,extempor,extempor,extemp
1886,extended,VBN,1,1,0,0,extend,extend,extend
1887,extends,VBZ,1,1,0,0,extend,extend,extend
1888,extinction,NN,1,1,0,0,extinct,extinct,extinct
1889,extinguished,VBN,2,2,0,0,extinguish,extinguish,extinct
1890,extra,JJ,2,2,0,0,extra,extra,extr
1891,extract,VB,1,1,0,0,extract,extract,extract
1892,extraordinarily,RB,1,1,0,0,extraordinarili,extraordinarili,extraordin
1893,extraordinary,JJ,3,4,0,0,extraordinari,extraordinari,extraordin
1894,extravagantly,RB,1,1,0,0,extravagantli,extravag,extrav
1895,extravaganza,NN,1,1,0,0,extravaganza,extravaganza,extravaganz
1896,extreme,JJ,1,1,0,0,extrem,extrem,extrem
1897,exultation,NN,1,1,0,0,exult,exult,exult
1898,exulting,VBG,1,1,0,0,exult,exult,exult
1899,eye,NN,3,3,0,0,eye,eye,ey
1900,eyeballs,NNS,1,1,0,0,eyebal,eyebal,eyebal
1901,eyebrow,NN,1,1,0,0,eyebrow,eyebrow,eyebrow
1902,eyebrows,NNS,3,3,0,0,eyebrow,eyebrow,eyebrow
1903,eyed,VBD,1,1,0,0,eye,eye,ey
1904,eyelashes,NNS,1,1,0,0,eyelash,eyelash,eyelash
1905,eyes,NNS,85,87,0,0,eye,eye,ey
1906,eyesa,JJ,1,1,0,0,eyesa,eyesa,eyes
1907,eyesore,NN,1,2,0,0,eyesor,eyesor,eyes
1908,f,NNP,1,1,0,0,f,f,f
1909,fabric,NN,1,1,0,0,fabric,fabric,fabr
1910,face,NN,51,52,0,0,face,face,fac
1911,faced,VBD,2,2,0,0,face,face,fac
1912,facedor,VBZ,1,1,0,0,facedor,facedor,fac
1913,faces,VBZ,12,12,0,0,face,face,fac
1914,facet,NN,1,1,0,0,facet,facet,facet
1915,facethe,NN,1,2,0,0,faceth,faceth,faceth
1916,facetoo,NN,1,1,0,0,facetoo,facetoo,facetoo
1917,facilitieshe,NN,1,1,0,0,facilitiesh,facilitiesh,facilitiesh
1918,facing,VBG,1,1,0,0,face,face,fac
1919,fact,NN,18,18,0,0,fact,fact,fact
1920,factand,NN,1,1,0,0,factand,factand,factand
1921,factual,JJ,1,1,0,0,factual,factual,fact
1922,fade,NN,1,1,0,0,fade,fade,fad
1923,faded,VBD,5,7,0,0,fade,fade,fad
1924,fadedgilt,JJ,1,1,0,0,fadedgilt,fadedgilt,fadedgilt
1925,fading,VBG,1,1,0,0,fade,fade,fad
1926,fail,VB,1,1,0,0,fail,fail,fail
1927,failed,VBD,3,3,0,0,fail,fail,fail
1928,failure,NN,1,1,0,0,failur,failur,fail
